season,player_name,season_plusone_salary_usd,season_plusone_signing,games_played,minutes_total,PER,PER_per_min,win_shares,off_ws,def_ws,ws_per40,off_ws_per40,def_ws_per40,player_off_rtg,player_def_rtg
2025,Naz Hillmon,840000,RFA,44,1122,15.7,17612,4.4,2.8,1.6,0.16,0.1,0.06,117.8,98.7
2025,Satou Sabally,815000,UFA,39,1039,19.6,20393,4,2.4,1.6,0.15,0.09,0.06,105.5,98.1
2025,Jewell Loyd,800000,UFA,44,1245,13.4,16739,2.9,2,1,0.09,0.06,0.03,106.5,104
2025,Monique Billings,800000,UFA,26,474,16.7,7916,1.7,0.8,0.8,0.14,0.07,0.07,107.7,96.2
2025,Lexie Hull,765000,RFA,44,1189,10.4,12374,2.7,1.4,1.2,0.09,0.05,0.04,106.4,101.7
2025,Kayla Thornton,750000,UFA,22,662,15.1,10006,1.9,0.8,1.1,0.11,0.05,0.07,100.5,97
2025,Courtney Vandersloot,750000,UFA,7,191,15.4,2937,0.3,0.2,0.1,0.07,0.05,0.02,101.6,106.7
2025,Stefanie Dolson,750000,UFA,43,653,8.5,5541,1,0.5,0.5,0.06,0.03,0.03,102.3,104.2
2025,Natisha Hiedeman,750000,UFA,44,833,18.1,15031,3.4,2.4,1.1,0.16,0.11,0.05,114,100.1
2025,Sami Whitcomb,735000,UFA,43,1027,11.5,11850,2.1,1.1,1,0.08,0.04,0.04,101.7,102.7
2025,Olivia Nelson-Ododa,735000,RFA,37,800,17,13628,2.1,1.6,0.5,0.1,0.08,0.02,111.4,105.5
2025,Michaela Onyenwere,700000,UFA,42,711,8,5654,0,0.2,-0.2,0,0.01,-0.01,94.3,111.8
2025,Natasha Howard,700000,UFA,44,1060,19.1,20269,4.1,2.4,1.7,0.15,0.09,0.06,109.3,97.4
2025,Sophie Cunningham,665000,UFA,30,756,12.7,9586,2.3,1.5,0.8,0.12,0.08,0.04,117.6,102
2025,DiJonai Carrington,650000,UFA,31,680,12.9,8768,0.8,0.3,0.5,0.05,0.02,0.03,95.2,103.9
2025,Jordin Canada,650000,UFA,28,783,16.5,12900,2.7,1.3,1.4,0.14,0.07,0.07,104,96.4
2025,Erica Wheeler,625000,UFA,44,1126,13.3,15031,2.3,1,1.3,0.08,0.04,0.05,99.2,100.9
2025,Elizabeth Williams,600000,UFA,43,906,17,15421,1.7,1.2,0.5,0.07,0.05,0.02,102.2,105.7
2025,Kaila Charles,600000,UFA,35,616,14,8608,1.6,0.8,0.8,0.11,0.05,0.05,104.4,100
2025,Tiffany Hayes,600000,UFA,26,700,14.1,9863,2,1.3,0.7,0.12,0.08,0.04,106.7,101.9
2025,Diamond Miller,536588,Rookie,40,434,8.5,3694,0.5,0.1,0.4,0.04,0.01,0.03,94.4,103.5
2025,Caitlin Clark,528846,--,13,404,16.6,6710,0.8,0.2,0.6,0.08,0.02,0.06,94.3,98.6
2025,Maddy Siegrist,501080,Rookie,26,702,17.2,12107,1.9,1.9,0,0.11,0.11,0,116.9,110.1
2025,DeWanna Bonner,500000,UFA,33,778,15.2,11865,2.6,1.6,1,0.13,0.08,0.05,111.1,100.2
2025,Jade Melbourne,500000,UFA,43,1008,7.4,7493,0.6,0.1,0.5,0.02,0,0.02,92.8,106.1
2025,Megan Gustafson,500000,UFA,20,226,5.7,1285,0.2,0.1,0.2,0.04,0.01,0.03,95.5,104.3
2025,Paige Bueckers,500000,Rookie,36,1199,21.9,26269,4.5,4.1,0.3,0.15,0.14,0.01,115.5,107.8
2025,Janelle Salaün,500000,Reserved,36,973,12.2,11866,1.9,0.9,1,0.08,0.04,0.04,99.3,101.7
2025,Cecilia Zandalasini,500000,Reserved,19,450,15.7,7037,1.4,0.9,0.5,0.13,0.08,0.05,110.5,101
2025,Cameron Brink,493851,Rookie,19,244,15.2,3705,0.4,0.1,0.3,0.07,0.01,0.06,94.1,98.9
2025,Dominique Malonga,466913,Rookie,42,600,20.1,12082,2,0.9,1.1,0.13,0.06,0.07,102,96.2
2025,Kamilla Cardoso,461171,Rookie,40,1102,19.6,21647,2.8,2.4,0.4,0.1,0.09,0.01,107,107.2
2025,Iliana Rupert,450000,Reserved,21,486,16.2,7892,1.8,1.2,0.6,0.15,0.1,0.05,116.6,100.6
2025,NaLyssa Smith,450000,RFA,45,956,13.2,12601,2.3,1.3,0.9,0.09,0.06,0.04,105.6,102.4
2025,Nyara Sabally,436957,Rookie,17,305,13.4,4098,0.8,0.4,0.4,0.11,0.05,0.06,104.3,98.8
2025,Sonia Citron,436016,Rookie,44,1415,16.4,23171,4.3,3,1.2,0.12,0.09,0.03,110,103.3
2025,Rickea Jackson,430654,Rookie,38,1173,12.5,14675,0.9,1.2,-0.3,0.03,0.04,-0.01,99.6,112
2025,Rachel Banham,425000,UFA,44,1081,10.6,11458,1,1.3,-0.2,0.04,0.05,-0.01,103.1,111.8
2025,Julie Allemand,425000,Reserved,34,963,11.4,10962,1.6,1.3,0.3,0.07,0.05,0.01,110.3,107.8
2025,Sug Sutton,425000,--,43,1122,9.8,11051,1.1,0.5,0.6,0.04,0.02,0.02,96.5,106.1
2025,Katie Lou Samuelson,420000,UFA,0,0,--,--,--,0,--,--,--,--,--,--
2025,Lindsay Allen,410000,UFA,31,450,6.6,2960,-0.1,0,-0.1,-0.01,0,-0.01,92.7,112.6
2025,Kiki Iriafen,407163,Rookie,44,1185,17.3,20530,3.3,2.1,1.2,0.11,0.07,0.04,103.8,101.9
2025,Jacy Sheldon,402155,Rookie,30,708,11.8,8376,1,1.1,-0.1,0.06,0.06,0,110.2,110.9
2025,Isabelle Harrison,400000,UFA,34,360,17.3,6240,1.2,0.7,0.5,0.13,0.08,0.06,105.9,98.5
2025,Tyasha Harris,400000,UFA,5,82,13.4,1104,0.2,0.2,0,0.09,0.1,-0.01,124.9,111.3
2025,Stephanie Talbot,392500,UFA,38,541,9.1,4920,0.7,0.1,0.6,0.05,0.01,0.04,94.5,101.4
2025,Dana Evans,380000,UFA,44,777,11,8551,1.1,0.9,0.3,0.06,0.04,0.01,101.2,107.2
2025,Aaliyah Edwards,375542,Rookie,36,534,13,6951,0.9,0.2,0.7,0.07,0.02,0.05,95.7,100.4
2025,Kiah Stokes,375000,UFA,40,514,7,3587,0.7,0,0.7,0.06,0,0.06,91.8,98.9
2025,Karlie Samuelson,360000,UFA,16,228,6.7,1526,0.5,0.2,0.3,0.09,0.04,0.05,104.4,100
2025,Georgia Amoore,355058,Rookie,0,0,--,--,--,0,--,--,--,--,--,--
2025,Angel Reese,350692,Rookie,30,947,19.6,18533,2.3,1.3,1,0.1,0.06,0.04,100.6,101.9
2025,Rebecca Allen,350000,UFA,44,821,7.9,6497,0,-0.1,0.2,0,-0.01,0.01,90.2,108.6
2025,Nia Coffey,350000,UFA,44,455,14.1,6402,1.4,0.6,0.8,0.12,0.05,0.07,102.7,96.4
2025,Aneesah Morrow,331563,Rookie,41,775,14.9,11528,1,0.3,0.7,0.05,0.02,0.04,94.9,103
2025,Luisa Geiselsöder,325000,Reserved,28,628,11.8,7401,0.7,0.5,0.2,0.05,0.03,0.01,101.9,107.5
2025,Myisha Hines-Allen,315000,UFA,40,882,13.5,11924,1.1,0.6,0.5,0.05,0.03,0.02,97.7,105.4
2025,Saniya Rivers,309622,Rookie,42,1097,13.6,14902,1.2,0.7,0.5,0.04,0.02,0.02,97.6,106.6
2025,Natasha Mack,303600,Reserved,34,623,19.1,11920,2.8,1.5,1.3,0.18,0.1,0.09,124.8,93.3
2025,Monique Akoa Makani,300000,Reserved,41,881,12.3,10811,2.2,1.4,0.8,0.1,0.06,0.04,107.1,103
2025,Haley Jones,300000,Reserved,28,594,11.4,6789,0.4,0,0.3,0.03,0,0.02,92.6,105.6
2025,Kate Martin,293510,--,42,687,9.5,6526,0.9,0.1,0.8,0.05,0,0.05,92.8,100.7
2025,Leonie Fiebich,293510,--,37,1041,12.2,12656,3.1,1.9,1.2,0.12,0.07,0.05,115.1,101.2
2025,Hailey Van Lith,289133,Rookie,29,361,5.8,2085,-0.5,-0.5,0,-0.06,-0.06,0,80.3,110.4
2025,Sarah Ashlee Barker,289133,Rookie,34,481,4.2,2019,-0.5,-0.4,0,-0.04,-0.04,0,81.4,110.3
2025,Aziaha James,289133,Rookie,38,673,12.5,8402,0.5,0.4,0.1,0.03,0.02,0.01,96.5,109
2025,Carla Leite,289133,Rookie,37,637,11.6,7394,1.1,0.5,0.7,0.07,0.03,0.04,96.9,101.6
2025,Leila Lacan,289133,--,25,665,15.8,10504,1.6,1,0.6,0.1,0.06,0.03,105.2,103.3
2025,Damiris Dantas,277500,UFA,38,439,8.6,3777,0.4,0,0.4,0.03,0,0.03,92.1,103.6
2025,Kyara Linskens,277500,UFA,4,27,4.8,128,0,0,0.1,0.02,-0.07,0.09,68.3,92.9
2025,Sevgi Uzun,277500,UFA,25,440,2.9,1284,-0.7,-0.8,0.1,-0.06,-0.07,0.01,73.5,107.8
2025,Jaelyn Brown,277500,UFA,10,131,6.5,849,-0.1,0,-0.1,-0.03,-0.01,-0.02,88.9,114.4
2025,Alysha Clark,277500,UFA,42,828,7.1,5868,1,0.3,0.8,0.05,0.01,0.04,97.3,102.9
2025,Shatori Walker-Kimbrough,277500,UFA,41,354,7.8,2759,0.6,0.1,0.5,0.07,0.01,0.06,97.5,99
2025,Liatu King,277500,UFA,14,136,8.4,1137,0.1,0.1,0,0.02,0.02,-0.01,98.5,111.5
2025,Brianna Turner,277500,UFA,27,233,7.4,1721,0.3,0.1,0.2,0.06,0.02,0.04,100.3,102.9
2025,Odyssey Sims,277500,UFA,24,671,12,8071,1.2,1.1,0.1,0.07,0.06,0.01,106.4,109
2025,Emma Cannon,277500,UFA,21,213,13.6,2893,0.4,0.4,0.1,0.08,0.07,0.01,107.5,107.4
2025,Shey Peddy,277500,UFA,15,265,12.3,3248,0.6,0.6,0,0.09,0.09,0,121.7,109.5
2025,Megan McConnell,277500,UFA,1,13,15.8,199,0.1,0,0,0.17,0.12,0.04,124.2,101.8
2025,Cheyenne Parker-Tyus,277500,UFA,2,14,37.6,524,0.1,0.1,0,0.26,0.27,-0.01,127.7,111.5
2025,Kia Nurse,277500,UFA,44,962,7.3,7004,0,0.3,-0.3,0,0.01,-0.01,95.2,112.5
2025,Lexie Brown,277500,UFA,24,227,8.5,1929,0.4,0.2,0.2,0.07,0.03,0.04,103.1,103
2025,Taylor Thierry,277500,Rookie,17,36,5.5,198,0,-0.1,0.1,-0.02,-0.11,0.09,64.9,91.6
2025,Sania Feagin,277500,Rookie,16,77,0.6,48,-0.2,-0.2,0,-0.13,-0.13,0,65.9,109.2
2025,Rayah Marshall,277500,Rookie,15,90,7.2,649,-0.1,-0.1,0,-0.04,-0.06,0.02,79.9,106
2025,Aaliyah Nye,277500,Rookie,44,671,5.8,3909,0.3,-0.1,0.3,0.02,0,0.02,90.9,106.2
2025,Anastasiia Olairi Kosu,277500,Rookie,21,80,13.9,1105,0.2,0.1,0.1,0.08,0.04,0.04,98.7,101.6
2025,JJ Quinerly,277500,Rookie,34,539,13.1,7072,0.7,0.5,0.2,0.05,0.04,0.01,98.9,107.5
2025,Lucy Olsen,277500,Rookie,41,508,10.5,5337,0.7,0.4,0.3,0.06,0.03,0.02,99.9,105.3
2025,Maddy Westbeld,277500,Rookie,26,354,10.3,3651,0.4,0.3,0.1,0.04,0.03,0.01,100.3,108
2025,Te-Hina Paopao,277500,Rookie,43,720,13.2,9488,2,1.2,0.9,0.11,0.07,0.05,107.7,100.7
2025,Makayla Timpson,277500,Rookie,31,219,17.5,3831,0.9,0.5,0.4,0.16,0.09,0.07,116.2,96
2025,Julie Vanloo,277500,Reserved,35,449,3.7,1646,-0.6,-0.6,0,-0.05,-0.05,0,79.2,109.7
2025,Jaylyn Sherrod,277500,Reserved,26,142,5.4,774,0.1,-0.1,0.2,0.01,-0.04,0.06,80.7,99.1
2025,Grace Berger,277500,Reserved,19,418,6,2527,-0.3,-0.3,0,-0.03,-0.03,0,82.1,110.3
2025,Zia Cooke,277500,Reserved,26,261,5.8,1524,-0.1,-0.3,0.2,-0.01,-0.04,0.03,83.2,103.3
2025,Kaitlyn Chen,277500,Reserved,24,247,4.8,1184,0,-0.2,0.2,0.01,-0.02,0.03,84.8,104
2025,Mamignan Touré,277500,Reserved,18,147,5.2,769,0,-0.1,0,0,-0.01,0.01,87.7,108.2
2025,Lexi Held,277500,Reserved,32,471,10,4685,0.6,0.1,0.5,0.05,0.01,0.04,93.8,102.1
2025,Marine Johannes,277500,Reserved,44,803,10.8,8702,1,0.4,0.7,0.05,0.02,0.03,96.3,103.7
2025,Emily Engstler,277500,Reserved,40,512,14.5,7442,1.1,0.2,0.9,0.09,0.02,0.07,96.3,96.5
2025,Sika Koné,277500,Reserved,19,85,7.1,607,0.1,0,0.1,0.06,0.02,0.04,96.4,101.5
2025,Kiana Williams,277500,Reserved,11,107,12.1,1293,0.1,0.1,0.1,0.05,0.03,0.02,98.6,105.7
2025,Kitija Laksa,277500,Reserved,33,626,7.6,4744,0.8,0.4,0.4,0.05,0.03,0.02,99.3,105.6
2025,Kathryn Westbeld,277500,Reserved,43,792,10.5,8289,1.6,0.5,1,0.08,0.03,0.05,100,99.7
2025,Laeticia Amihere,277500,Reserved,29,384,18.3,7020,1.5,0.7,0.9,0.16,0.07,0.09,105.1,92.4
2025,Maya Caldwell,277500,Reserved,41,760,12.6,9597,2.2,1,1.2,0.12,0.05,0.06,106.9,97.4
2025,Li Yueru,277500,Reserved,31,520,13.4,6947,1.1,0.9,0.2,0.08,0.07,0.02,107.3,106.5
2025,Chloe Bibby,277500,Reserved,14,154,14.8,2279,0.5,0.3,0.2,0.13,0.08,0.05,109.7,99.2
2025,Madison Scott,277500,Reserved,9,47,8.5,397,0.1,0.1,0,0.06,0.06,0,110.2,110.7
2025,Rebekah Gardner,277500,Reserved,41,502,12.5,6265,1.5,0.9,0.6,0.12,0.07,0.04,113.8,101.3
2025,Mackenzie Holmes,277500,Reserved,10,58,13.6,793,0.2,0.1,0.1,0.16,0.09,0.07,156.5,96.4
2025,Kierstan Bell,277500,RFA,35,427,10.5,4487,0.5,0.1,0.4,0.05,0.01,0.03,94.9,103.3
2025,Rae Burrell,277500,--,28,515,13,6719,0.7,0.7,0,0.06,0.06,0,104.5,110.1
2025,Kamiah Smalls,270000,UFA,3,3,0,0,0,0,0,0.05,0,0.05,--,100.7
2025,Amy Okonkwo,270000,UFA,8,157,21.9,3429,0.5,0.5,0,0.14,0.14,0,120.6,110.1
2025,Kalani Brown,100000,UFA,29,370,18.6,6903,1.6,1,0.6,0.17,0.11,0.06,119,97.5
2025,Sydney Colson,,UFA,30,404,5.9,2365,0.1,-0.2,0.3,0.01,-0.02,0.03,86.5,103.8
2025,Bria Hartley,,UFA,38,867,10.7,9253,0.4,0.6,-0.1,0.02,0.03,-0.01,97,111.2
2025,Tina Charles,,UFA,43,1222,17.9,21819,2.2,1.9,0.2,0.07,0.06,0.01,101.6,108.5
2025,Aari McDonald,,UFA,20,525,14.1,7383,1.4,0.9,0.5,0.11,0.07,0.04,105.8,102.8
2025,Natasha Cloud,555000,UFA,41,1191,14.3,16970,3.5,2.2,1.3,0.12,0.07,0.04,108.1,101.7
2025,Emma Meesseman,,UFA,17,440,23.6,10358,2,1.4,0.6,0.18,0.13,0.05,115.1,99.9
2025,Alissa Pili,,UFA,19,99,12.5,1232,0.2,0.2,0.1,0.1,0.07,0.03,106.3,103.2
2025,Haley Peters,,UFA,33,380,5,1894,-0.3,-0.3,0,-0.03,-0.03,0,82.4,109.3
2025,Maria Kliundikova,,Reserved,34,373,19.6,7298,1.5,0.7,0.9,0.16,0.07,0.09,106.5,91.6
2024,Kelsey Mitchell,269244,Core,40,1280,18.4,23526,3.4,3.9,-0.5,0.11,0.12,-0.02,112.3,111.4
2024,Arike Ogunbowale,249032,--,38,1466,18.7,27362,3.8,4.1,-0.3,0.1,0.11,-0.01,108.1,110
2024,Jewell Loyd,249032,Core,37,1246,17.3,21512,3.9,2.3,1.6,0.13,0.07,0.05,101.3,98.2
2024,Kahleah Copper,248134,Core,37,1197,16.7,20030,1.9,1.8,0.1,0.06,0.06,0,98.6,107.7
2024,Gabby Williams,225000,Core,12,351,16.1,5636,1.1,0.6,0.4,0.12,0.07,0.05,108,98.8
2024,Ariel Atkins,223000,--,40,1196,16.1,19211,3,1.9,1.1,0.1,0.06,0.04,101.7,101.1
2024,Breanna Stewart,222400,Core,38,1243,26.1,32465,8.1,5.3,2.8,0.26,0.17,0.09,117.2,90.9
2024,Sabrina Ionescu,222060,Rookie,38,1221,19.5,23830,5,3.4,1.7,0.16,0.11,0.05,106.3,97.6
2024,Satou Sabally,215000,Core,15,512,19.5,9973,1.5,1.6,-0.1,0.12,0.13,-0.01,113,109.8
2024,Alyssa Thomas,215000,Core,40,1296,19.4,25121,5.4,2.6,2.8,0.17,0.08,0.09,104.9,91.4
2024,Skylar Diggins,214466,UFA,40,1262,18.5,23390,4.5,2.7,1.7,0.14,0.09,0.05,104.6,97.4
2024,Brittney Griner,214466,UFA,30,861,26.1,22453,3.9,3.4,0.5,0.18,0.16,0.02,116.7,104.1
2024,Natasha Howard,214466,UFA,27,825,18.3,15054,1.3,1.4,0,0.06,0.07,0,100.2,108.7
2024,Brionna Jones,214466,UFA,40,1087,21,22832,5.6,3.5,2.1,0.21,0.13,0.08,115.1,93.3
2024,Napheesa Collier,214284,--,34,1181,25.3,29880,6.9,4,2.9,0.23,0.13,0.1,111.5,89.2
2024,Marina Mabrey,210000,RFA,40,1235,15.1,18628,3.2,1.7,1.5,0.1,0.05,0.05,100.1,98.6
2024,Jonquel Jones,209000,UFA,39,1164,21.2,24703,6,3.7,2.4,0.21,0.13,0.08,115.9,92.4
2024,Alysha Clark,205908,UFA,40,972,9.1,8834,1.7,0.8,1,0.07,0.03,0.04,100.4,100.6
2024,Kayla McBride,205000,UFA,39,1237,16.9,20943,4.9,3.4,1.6,0.16,0.11,0.05,112.2,98.4
2024,Myisha Hines-Allen,203000,UFA,40,746,17.2,12860,2.6,1.8,0.8,0.14,0.09,0.04,108.9,99.9
2024,Dearica Hamby,202000,--,40,1346,19.1,25664,3.7,2.5,1.2,0.11,0.07,0.04,103,100.9
2024,Kelsey Plum,202000,Core,38,1291,15.5,19966,3.3,2.7,0.6,0.1,0.08,0.02,104,104.4
2024,Teaira McCowan,201400,RFA,39,983,20.4,20069,2.9,2.8,0.1,0.12,0.11,0,113.7,107.5
2024,Tiffany Hayes,200000,UFA,33,708,18,12769,2.9,2.3,0.6,0.17,0.13,0.03,118.8,101.7
2024,Natasha Cloud,200000,UFA,38,1265,14.2,17997,2.1,1.6,0.5,0.07,0.05,0.01,99.9,105.4
2024,DiJonai Carrington,200000,RFA,39,1155,14,16221,3.4,1.1,2.3,0.12,0.04,0.08,97.5,92.6
2024,A'ja Wilson,200000,RFA,38,1308,34.9,45634,10,7,3,0.31,0.21,0.09,118.8,90.5
2024,Chelsea Gray,196267,UFA,27,702,14.1,9885,1.4,0.6,0.9,0.08,0.03,0.05,96.6,98.8
2024,Nneka Ogwumike,195000,UFA,37,1177,22.4,26423,5.9,3.8,2.2,0.2,0.13,0.07,115.1,93.6
2024,Azurá Stevens,195000,UFA,20,493,13.9,6872,0.7,0.2,0.5,0.05,0.01,0.04,93.3,100.4
2024,Brittney Sykes,195000,UFA,18,419,15.4,6442,0.6,0.2,0.4,0.06,0.02,0.04,92.8,100.2
2024,Jordin Canada,190000,UFA,20,624,14.7,9151,1.7,1,0.7,0.11,0.06,0.04,103.7,99.9
2024,Allisha Gray,190000,RFA,40,1327,16,21171,3.9,2.7,1.2,0.12,0.08,0.04,105.7,101
2024,Ezi Magbegor,186000,Reserved,37,1135,18.9,21441,5,2.7,2.2,0.18,0.1,0.08,113.9,92.8
2024,Betnijah Laney-Hamilton,185400,UFA,28,848,13.8,11731,2.6,1.4,1.1,0.12,0.07,0.05,105.2,97.7
2024,Courtney Vandersloot,185000,UFA,31,692,13.1,9079,2,0.9,1,0.11,0.05,0.06,102.6,96.7
2024,Courtney Williams,180000,UFA,40,1061,15.4,16371,2.9,1.1,1.8,0.11,0.04,0.07,96.9,94.8
2024,Tina Charles,170000,UFA,39,1160,19.5,22596,3.9,2.2,1.6,0.13,0.08,0.06,103.2,97.1
2024,Stefanie Dolson,170000,UFA,39,1013,13.6,13780,2.6,1.8,0.9,0.1,0.07,0.03,107.8,101.6
2024,Jackie Young,169950,--,37,1205,18.2,21909,4.4,3.4,1,0.15,0.11,0.03,109.7,101.8
2024,Rebecca Allen,160000,UFA,18,447,10.9,4870,0.4,0.2,0.2,0.04,0.02,0.02,96.1,104.7
2024,Nia Coffey,150000,UFA,40,534,7.3,3916,0.1,-0.6,0.6,0.01,-0.04,0.05,80.3,99
2024,Alanna Smith,150000,UFA,39,1035,18.1,18717,4.4,2.1,2.3,0.17,0.08,0.09,107.5,91.1
2024,Shatori Walker-Kimbrough,150000,UFA,40,883,11.8,10459,1.4,0.7,0.7,0.06,0.03,0.03,97.5,101.7
2024,Moriah Jefferson,145500,UFA,23,184,5.7,1059,0.1,0,0.2,0.02,-0.01,0.03,87.3,101.7
2024,Kia Nurse,145000,UFA,40,810,9,7321,0.5,0.5,-0.1,0.02,0.03,0,96.3,108.9
2024,Rae Burrell,137500,UFA,37,579,12.4,7181,1,0.8,0.3,0.07,0.05,0.02,101.9,104.3
2024,Natisha Hiedeman,135000,UFA,40,607,11.7,7094,1.3,0.4,1,0.09,0.02,0.06,95.1,96.2
2024,Kayla Thornton,132000,--,40,809,9.8,7916,2,0.9,1.1,0.1,0.05,0.05,105.1,98
2024,Kalani Brown,128750,UFA,39,516,16.4,8487,0.8,1,-0.2,0.06,0.08,-0.01,106.7,111
2024,Stephanie Talbot,125000,UFA,37,600,9.9,5931,0.6,0.3,0.3,0.04,0.02,0.02,95.4,104.3
2024,Bridget Carleton,125000,UFA,39,1165,13.5,15776,4.1,2.5,1.6,0.14,0.09,0.05,116.6,97.7
2024,Sami Whitcomb,125000,UFA,40,611,10,6093,0.9,0,0.8,0.06,0,0.05,90.9,97.5
2024,Michaela Onyenwere,125000,RFA,34,636,8.6,5488,0.3,0.1,0.3,0.02,0,0.02,91.3,104.9
2024,Karlie Samuelson,118450,UFA,29,711,13,9237,1.9,1.4,0.5,0.11,0.08,0.03,112.7,103.1
2024,Emma Cannon,116331,UFA,5,9,15.4,142,0,0,0,0.04,0.04,0.01,98.5,106.7
2024,Natasha Mack,116079,Reserved,40,619,17.9,11076,2,1.2,0.8,0.13,0.08,0.05,114.7,97.9
2024,Monique Billings,110000,UFA,37,843,12.6,10621,0.9,0.7,0.2,0.04,0.03,0.01,98,106.5
2024,Veronica Burton,103831,UFA,31,392,13.3,5228,1.5,0.9,0.6,0.15,0.09,0.06,118.1,97.2
2024,Kiah Stokes,103000,UFA,39,717,7.1,5062,1.2,0.1,1.1,0.07,0.01,0.06,95,96.3
2024,Tyasha Harris,100013,--,39,1125,13.2,14840,3.5,1.9,1.6,0.12,0.07,0.06,106.3,96.9
2024,Elizabeth Williams,100000,UFA,9,249,18.4,4581,0.7,0.4,0.4,0.12,0.06,0.06,103.3,96.8
