team,team_slug,view_mode,player,column,value,core_years
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,"DeWanna Bonner  This HTML5 audio player is not supported by your browser  $('#dewanna-bonner-pronounce-name-icon-56484').click(function (event) {  toggle_play_player_name_pronunciation('dewanna-bonner',56484)  });  $('#dewanna-bonner-pronounce-name-audio-56484').on('ended',function (event) {  pronounce_icon_not_playing('dewanna-bonner-pronounce-name-icon-56484',56484)  });",2026,"$500,000  7.1%  10.3%","2015, 2016, 2018, 2019"
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,"DeWanna Bonner  This HTML5 audio player is not supported by your browser  $('#dewanna-bonner-pronounce-name-icon-56484').click(function (event) {  toggle_play_player_name_pronunciation('dewanna-bonner',56484)  });  $('#dewanna-bonner-pronounce-name-audio-56484').on('ended',function (event) {  pronounce_icon_not_playing('dewanna-bonner-pronounce-name-icon-56484',56484)  });",2027,UFA,"2015, 2016, 2018, 2019"
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Natasha Mack,2026,"$303,600  4.3%  6.3%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Natasha Mack,2027,"$288,600  $???,???  7.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Natasha Mack,2028,UFA,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Monique Akoa Makani,2026,"$300,000  4.3%  6.2%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Monique Akoa Makani,2027,"$288,600  $???,???  7.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Monique Akoa Makani,2028,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Kyara Linskens,2026,"$277,500  4.0%  5.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Kyara Linskens,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Jaime Nared,2026,"$277,500  4.0%  5.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Jaime Nared,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Aisha Sheppard,2026,"$277,500  4.0%  5.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Aisha Sheppard,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Kathryn Westbeld,2026,"$277,500  4.0%  5.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Kathryn Westbeld,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,"Kiana Williams  This HTML5 audio player is not supported by your browser  $('#kiana-williams-pronounce-name-icon-68979').click(function (event) {  toggle_play_player_name_pronunciation('kiana-williams',68979)  });  $('#kiana-williams-pronounce-name-audio-68979').on('ended',function (event) {  pronounce_icon_not_playing('kiana-williams-pronounce-name-icon-68979',68979)  });",2026,"$277,500  4.0%  5.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,"Kiana Williams  This HTML5 audio player is not supported by your browser  $('#kiana-williams-pronounce-name-icon-68979').click(function (event) {  toggle_play_player_name_pronunciation('kiana-williams',68979)  });  $('#kiana-williams-pronounce-name-audio-68979').on('ended',function (event) {  pronounce_icon_not_playing('kiana-williams-pronounce-name-icon-68979',68979)  });",2027,RFA,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Ashten Prechtel,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Ashten Prechtel,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Jovana Nogic,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Jovana Nogic,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Kara Dunn,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Kara Dunn,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Lauren Jensen,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Lauren Jensen,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Lee Seul Kang,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Lee Seul Kang,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Maggie Doogan,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Maggie Doogan,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Morgan Maly,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Morgan Maly,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Noemie Brochant,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Noemie Brochant,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Quionche Carter,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Quionche Carter,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Shay Ciezki,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Shay Ciezki,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Yarden Garzon,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Yarden Garzon,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Jillian Alleyne,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Jillian Alleyne,2027,Reserved,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Helena Pueyo,2026,SuspCE,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Julia Ayrault,2026,SuspCE,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Klara Lundquist,2026,SuspCE,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Kalani Brown,2026,"$100,000  1.4%  2.1%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Salaries  (excl. TC),2026,"$4,838,600",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Salaries  (excl. TC),2027,"$3,737,200",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Salaries  (excl. TC),2028,"$1,200,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Salaries  (excl. TC),2029,$0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Salaries  (excl. TC),2030,$0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Players  (excl. TC),2026,7,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Players  (excl. TC),2027,5,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Players  (excl. TC),2028,1,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Players  (excl. TC),2029,0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Players  (excl. TC),2030,0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Cap Room,2026,"$2,161,400",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Open Roster Slots,2026,5,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Guaranteed Salary,2026,"$3,735,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Guaranteed Salary,2027,"$3,160,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Guaranteed Salary,2028,"$1,200,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Guaranteed Salary,2029,$0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Guaranteed Salary,2030,$0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Protected Veterans,2026,5,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Protected Veterans,2027,3,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Protected Veterans,2028,1,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Protected Veterans,2029,0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Total Protected Veterans,2030,0,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Open Protected Veteran Slots,2026,2,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Core Player,2026,Available,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Unsigned Draftees,2026,Unsigned Draftees,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Eszter Ratkai,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Eszter Ratkai,2027,"$288,600  $???,???  7.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Eszter Ratkai,2028,"$317,460  $???,???  26.5%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Eszter Ratkai,2029,"$358,730  $???,???  $???,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Eszter Ratkai,2030,RFA,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Ines Pitarch-Granel,2026,"$270,000  3.9%  5.6%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Ines Pitarch-Granel,2027,"$288,600  $???,???  7.7%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Ines Pitarch-Granel,2028,"$317,460  $???,???  26.5%",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Ines Pitarch-Granel,2029,"$358,730  $???,???  $???,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Ines Pitarch-Granel,2030,RFA,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 1 Pick ? (?) (PHX),2027,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 1 Pick ? (?) (PHX),2028,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 1 Pick ? (?) (PHX),2029,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 1 Pick ? (?) (PHX),2030,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 2 Pick ? (?) (PHX),2027,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 2 Pick ? (?) (PHX),2028,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 2 Pick ? (?) (PHX),2029,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 2 Pick ? (?) (PHX),2030,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 3 Pick ? (?) (PHX),2027,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 3 Pick ? (?) (PHX),2028,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 3 Pick ? (?) (PHX),2029,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,2027 Round 3 Pick ? (?) (PHX),2030,"$??,???  $??,???  $??,???",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Salary Cap,2026,"$7,000,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Roster Size Requirement,2026,12,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Maximum Protected Veterans,2026,7,
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Supermaximum,2026,"$1,400,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Maximum,2026,"$1,190,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Minimum (0 YOS),2026,"$270,000",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Minimum (1 YOS),2026,"$277,500",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Minimum (2 YOS),2026,"$277,500",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Minimum (3 YOS),2026,"$277,500",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Minimum (4-6 YOS),2026,"$277,500",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Minimum (7-9 YOS),2026,"$277,500",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,Player Minimum (10+ YOS),2026,"$277,500",
Phoenix Mercury,phoenix-mercury-11eaecc7-357f-c1ca-b611-2362f5011b0b,pct_team,"All values shown reflect cap hit, not base salary.",2026,"All values shown reflect cap hit, not base salary.",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Bridget Carleton  This HTML5 audio player is not supported by your browser  $('#bridget-carleton-pronounce-name-icon-39905').click(function (event) {  toggle_play_player_name_pronunciation('bridget-carleton',39905)  });  $('#bridget-carleton-pronounce-name-audio-39905').on('ended',function (event) {  pronounce_icon_not_playing('bridget-carleton-pronounce-name-icon-39905',39905)  });",2026,"$1,190,000  17.0%  27.9%","2026, 2027, 2028"
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Bridget Carleton  This HTML5 audio player is not supported by your browser  $('#bridget-carleton-pronounce-name-icon-39905').click(function (event) {  toggle_play_player_name_pronunciation('bridget-carleton',39905)  });  $('#bridget-carleton-pronounce-name-audio-39905').on('ended',function (event) {  pronounce_icon_not_playing('bridget-carleton-pronounce-name-icon-39905',39905)  });",2027,"$1,249,500  $???,???  34.0%","2026, 2027, 2028"
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Bridget Carleton  This HTML5 audio player is not supported by your browser  $('#bridget-carleton-pronounce-name-icon-39905').click(function (event) {  toggle_play_player_name_pronunciation('bridget-carleton',39905)  });  $('#bridget-carleton-pronounce-name-audio-39905').on('ended',function (event) {  pronounce_icon_not_playing('bridget-carleton-pronounce-name-icon-39905',39905)  });",2028,"$1,309,000  $???,???  43.2%","2026, 2027, 2028"
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Bridget Carleton  This HTML5 audio player is not supported by your browser  $('#bridget-carleton-pronounce-name-icon-39905').click(function (event) {  toggle_play_player_name_pronunciation('bridget-carleton',39905)  });  $('#bridget-carleton-pronounce-name-audio-39905').on('ended',function (event) {  pronounce_icon_not_playing('bridget-carleton-pronounce-name-icon-39905',39905)  });",2029,UFA,"2026, 2027, 2028"
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Megan Gustafson  This HTML5 audio player is not supported by your browser  $('#megan-gustafson-pronounce-name-icon-86278').click(function (event) {  toggle_play_player_name_pronunciation('megan-gustafson',86278)  });  $('#megan-gustafson-pronounce-name-audio-86278').on('ended',function (event) {  pronounce_icon_not_playing('megan-gustafson-pronounce-name-icon-86278',86278)  });",2026,"$500,000  7.1%  11.7%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Megan Gustafson  This HTML5 audio player is not supported by your browser  $('#megan-gustafson-pronounce-name-icon-86278').click(function (event) {  toggle_play_player_name_pronunciation('megan-gustafson',86278)  });  $('#megan-gustafson-pronounce-name-audio-86278').on('ended',function (event) {  pronounce_icon_not_playing('megan-gustafson-pronounce-name-icon-86278',86278)  });",2027,"$525,000  $???,???  14.3%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Megan Gustafson  This HTML5 audio player is not supported by your browser  $('#megan-gustafson-pronounce-name-icon-86278').click(function (event) {  toggle_play_player_name_pronunciation('megan-gustafson',86278)  });  $('#megan-gustafson-pronounce-name-audio-86278').on('ended',function (event) {  pronounce_icon_not_playing('megan-gustafson-pronounce-name-icon-86278',86278)  });",2028,UFA,
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,Sug Sutton,2026,"$425,000  6.1%  10.0%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,Sug Sutton,2027,UFA,
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Karlie Samuelson  This HTML5 audio player is not supported by your browser  $('#karlie-samuelson-pronounce-name-icon-49422').click(function (event) {  toggle_play_player_name_pronunciation('karlie-samuelson',49422)  });  $('#karlie-samuelson-pronounce-name-audio-49422').on('ended',function (event) {  pronounce_icon_not_playing('karlie-samuelson-pronounce-name-icon-49422',49422)  });",2026,"$360,000  5.1%  8.4%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Karlie Samuelson  This HTML5 audio player is not supported by your browser  $('#karlie-samuelson-pronounce-name-icon-49422').click(function (event) {  toggle_play_player_name_pronunciation('karlie-samuelson',49422)  });  $('#karlie-samuelson-pronounce-name-audio-49422').on('ended',function (event) {  pronounce_icon_not_playing('karlie-samuelson-pronounce-name-icon-49422',49422)  });",2027,UFA,
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,Luisa Geiselsöder,2026,"$325,000  4.6%  7.6%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,Luisa Geiselsöder,2027,"$341,250  $???,???  9.3%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,Luisa Geiselsöder,2028,"$357,500  $???,???  11.8%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,Luisa Geiselsöder,2029,RFA,
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Haley Jones  This HTML5 audio player is not supported by your browser  $('#haley-jones-pronounce-name-icon-44449').click(function (event) {  toggle_play_player_name_pronunciation('haley-jones',44449)  });  $('#haley-jones-pronounce-name-audio-44449').on('ended',function (event) {  pronounce_icon_not_playing('haley-jones-pronounce-name-icon-44449',44449)  });",2026,"$300,000  4.3%  7.0%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Haley Jones  This HTML5 audio player is not supported by your browser  $('#haley-jones-pronounce-name-icon-44449').click(function (event) {  toggle_play_player_name_pronunciation('haley-jones',44449)  });  $('#haley-jones-pronounce-name-audio-44449').on('ended',function (event) {  pronounce_icon_not_playing('haley-jones-pronounce-name-icon-44449',44449)  });",2027,RFA,
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Nika Muhl  This HTML5 audio player is not supported by your browser  $('#nika-muhl-pronounce-name-icon-97427').click(function (event) {  toggle_play_player_name_pronunciation('nika-muhl',97427)  });  $('#nika-muhl-pronounce-name-audio-97427').on('ended',function (event) {  pronounce_icon_not_playing('nika-muhl-pronounce-name-icon-97427',97427)  });",2026,"$293,510  4.2%  6.9%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Nika Muhl  This HTML5 audio player is not supported by your browser  $('#nika-muhl-pronounce-name-icon-97427').click(function (event) {  toggle_play_player_name_pronunciation('nika-muhl',97427)  });  $('#nika-muhl-pronounce-name-audio-97427').on('ended',function (event) {  pronounce_icon_not_playing('nika-muhl-pronounce-name-icon-97427',97427)  });",2027,"$331,666  $???,???  9.0%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Nika Muhl  This HTML5 audio player is not supported by your browser  $('#nika-muhl-pronounce-name-icon-97427').click(function (event) {  toggle_play_player_name_pronunciation('nika-muhl',97427)  });  $('#nika-muhl-pronounce-name-audio-97427').on('ended',function (event) {  pronounce_icon_not_playing('nika-muhl-pronounce-name-icon-97427',97427)  });",2028,Reserved,
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Sarah Ashlee Barker  This HTML5 audio player is not supported by your browser  $('#sarah-ashlee-barker-pronounce-name-icon-27498').click(function (event) {  toggle_play_player_name_pronunciation('sarah-ashlee-barker',27498)  });  $('#sarah-ashlee-barker-pronounce-name-audio-27498').on('ended',function (event) {  pronounce_icon_not_playing('sarah-ashlee-barker-pronounce-name-icon-27498',27498)  });",2026,"$289,133  4.1%  6.8%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Sarah Ashlee Barker  This HTML5 audio player is not supported by your browser  $('#sarah-ashlee-barker-pronounce-name-icon-27498').click(function (event) {  toggle_play_player_name_pronunciation('sarah-ashlee-barker',27498)  });  $('#sarah-ashlee-barker-pronounce-name-audio-27498').on('ended',function (event) {  pronounce_icon_not_playing('sarah-ashlee-barker-pronounce-name-icon-27498',27498)  });",2027,"$318,046  $???,???  8.7%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Sarah Ashlee Barker  This HTML5 audio player is not supported by your browser  $('#sarah-ashlee-barker-pronounce-name-icon-27498').click(function (event) {  toggle_play_player_name_pronunciation('sarah-ashlee-barker',27498)  });  $('#sarah-ashlee-barker-pronounce-name-audio-27498').on('ended',function (event) {  pronounce_icon_not_playing('sarah-ashlee-barker-pronounce-name-icon-27498',27498)  });",2028,"$359,392  $???,???  11.8%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Sarah Ashlee Barker  This HTML5 audio player is not supported by your browser  $('#sarah-ashlee-barker-pronounce-name-icon-27498').click(function (event) {  toggle_play_player_name_pronunciation('sarah-ashlee-barker',27498)  });  $('#sarah-ashlee-barker-pronounce-name-audio-27498').on('ended',function (event) {  pronounce_icon_not_playing('sarah-ashlee-barker-pronounce-name-icon-27498',27498)  });",2029,RFA,
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Carla Leite  This HTML5 audio player is not supported by your browser  $('#carla-leite-pronounce-name-icon-70775').click(function (event) {  toggle_play_player_name_pronunciation('carla-leite',70775)  });  $('#carla-leite-pronounce-name-audio-70775').on('ended',function (event) {  pronounce_icon_not_playing('carla-leite-pronounce-name-icon-70775',70775)  });",2026,"$289,133  4.1%  6.8%",
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,salary,"Carla Leite  This HTML5 audio player is not supported by your browser  $('#carla-leite-pronounce-name-icon-70775').click(function (event) {  toggle_play_player_name_pronunciation('carla-leite',70775)  });  $('#carla-leite-pronounce-name-audio-70775').on('ended',function (event) {  pronounce_icon_not_playing('carla-leite-pronounce-name-icon-70775',70775)  });",2027,"$318,046  $???,???  8.7%",
