team,team_slug,row_type,player,core_years,salary_cap_hit_2026,pct_of_cap_2026,pct_of_team_2026,status_2026,salary_cap_hit_2027,pct_of_cap_2027,pct_of_team_2027,status_2027,salary_cap_hit_2028,pct_of_cap_2028,pct_of_team_2028,status_2028,salary_cap_hit_2029,pct_of_cap_2029,pct_of_team_2029,status_2029,salary_cap_hit_2030,pct_of_cap_2030,pct_of_team_2030,status_2030,source,source_url
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Sug Sutton,,425000,6.1,10.0,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Karlie Samuelson,,360000,5.1,8.4,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Luisa Geiselsöder,,325000,4.6,7.6,,341250,,9.3,,357500,,11.8,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Haley Jones,,300000,4.3,7.0,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Nika Muhl,,293510,4.2,6.9,,331666,,9.0,,,,,Reserved,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Sarah Ashlee Barker,,289133,4.1,6.8,,318046,,8.7,,359392,,11.8,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Carla Leite,,289133,4.1,6.8,,318046,,8.7,,359392,,11.8,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Nyadiew Puoch,,289133,4.1,6.8,,300698,,8.2,,330768,,10.9,,373768,,51.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Chloe Bibby,,277500,4.0,6.5,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Maya Caldwell,,277500,4.0,6.5,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Emily Engstler,,277500,4.0,6.5,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Serah Williams,,270000,3.9,6.3,,288600,,7.9,,317460,,10.5,,358730,,49.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Jordan Harrison,,270000,3.9,6.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Peyton Williams,,270000,3.9,6.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Teja Oblak,,270000,3.9,6.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,roster_player,Kamiah Smalls,,270000,3.9,6.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,unsigned_draftee,Iyana Martin,,331563,4.7,7.8,,344826,,9.4,,379309,,12.5,,428619,,58.5,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,unsigned_draftee,Frieda Bühner,,270000,3.9,6.3,,288600,,7.9,,317460,,10.5,,358730,,49.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,upcoming_draft_pick,2027 Round 1 Pick ? (?) (PDX),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,upcoming_draft_pick,2027 Round 2 Pick ? (?) (PDX),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Portland Fire,portland-fire-11f12f9b-e0d3-cc34-a877-9a93b15b3fec,upcoming_draft_pick,2027 Round 3 Pick ? (?) (PDX),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Ezi Magbegor,"2026, 2027, 2028",1250000,17.9,24.1,,1250000,,28.9,,1250000,,37.5,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Natisha Hiedeman,,750000,10.7,14.5,,775000,,17.9,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Stefanie Dolson,,750000,10.7,14.5,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Jade Melbourne,,500000,7.1,9.6,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Dominique Malonga,,466913,6.7,9.0,,513605,,11.9,,580373,,17.4,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Awa Fam,,436016,6.2,8.4,,453457,,10.5,,498803,,15.0,,563647,,33.2,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Katie Lou Samuelson,,420000,6.0,8.1,,420000,,9.7,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Jordan Horston,,332278,4.7,6.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Flau'jae Johnson,,309622,4.4,6.0,,322007,,7.4,,354208,,10.6,,400255,,23.6,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Taina Mair,,289133,4.1,5.6,,300698,,7.0,,330768,,9.9,,373768,,22.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Jaelyn Brown,,277500,4.0,5.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Lexie Brown,,277500,4.0,5.4,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Zia Cooke,,277500,4.0,5.4,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Rennia Davis,,277500,4.0,5.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Mackenzie Holmes,,277500,4.0,5.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Beatrice Mompremier,,277500,4.0,5.4,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Grace VanSlooten,,270000,3.9,5.2,,288600,,6.7,,317460,,9.5,,358730,,21.1,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Elle Ladine,,270000,3.9,5.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,roster_player,Jalyn Brown,,270000,3.9,5.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (SEA),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (DAL),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Seattle Storm,seattle-storm-11eaecc7-3572-876c-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 3 Pick ? (?) (SEA),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Marina Mabrey,"2026, 2027",1200000,17.1,23.0,,1200000,,31.8,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Brittney Sykes,,1190000,17.0,22.9,,1190000,,31.5,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Temi Fagbenle,,1000000,14.3,19.2,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Nyara Sabally,,436957,6.2,8.4,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Julie Allemand,,425000,6.1,8.2,,425000,,11.2,,,,,RFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Isabelle Harrison,,400000,5.7,7.7,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Kiki Rice,,355058,5.1,6.8,,369260,,9.8,,406186,,38.0,,458990,,56.1,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Aaliyah Nye,,277500,4.0,5.3,,305250,,8.1,,344933,,32.3,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Lexi Held,,277500,4.0,5.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Kitija Laksa,,277500,4.0,5.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Nikolina Milić,,277500,4.0,5.3,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Kia Nurse,,277500,4.0,5.3,,,,,UFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Kristy Wallace,,277500,4.0,5.3,,,,,RFA,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Teonni Key,,270000,3.9,5.2,,288600,,7.6,,317460,,29.7,,358730,,43.9,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Dara Mabrey,,270000,3.9,5.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Elizabeth Balogun,,270000,3.9,5.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Laura Juškaitė,,270000,3.9,5.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Maddison Rocci,,270000,3.9,5.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Maria Conde,,270000,3.9,5.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,roster_player,Maria Kliundikova,,,,,Reserved,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,unsigned_draftee,Adja Kane,,270000,3.9,5.2,,288600,,7.6,,317460,,29.7,,358730,,43.9,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,unsigned_draftee,Charlise Dunn,,270000,3.9,5.2,,288600,,7.6,,317460,,29.7,,358730,,43.9,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,unsigned_draftee,Saffron Shiels,,270000,3.9,5.2,,288600,,7.6,,317460,,29.7,,358730,,43.9,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,upcoming_draft_pick,2027 Round 1 Pick ? (?) (TOR),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,upcoming_draft_pick,2027 Round 2 Pick ? (?) (TOR),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Toronto Tempo,toronto-tempo-11f12f9b-dc63-0fe8-a877-9a93b15b3fec,upcoming_draft_pick,2027 Round 3 Pick ? (?) (TOR),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Shakira Austin,,1190000,17.0,31.5,,1190000,,23.1,,1190000,,24.9,,,,,UFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Michaela Onyenwere,,700000,10.0,18.6,,735000,,14.3,,,,,UFA,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Sonia Citron,,436016,6.2,11.6,,479618,,9.3,,541968,,11.3,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Kiki Iriafen,,407163,5.8,10.8,,447880,,8.7,,506104,,10.6,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Lauren Betts,,407163,5.8,10.8,,423450,,8.2,,465795,,9.7,,526348,,26.4,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Georgia Amoore,,355058,5.1,9.4,,390563,,7.6,,441337,,9.2,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Angela Dugalić,,289133,4.1,7.7,,300698,,5.8,,330768,,6.9,,373768,,18.8,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Cotie McMahon,,289133,4.1,7.7,,300698,,5.8,,330768,,6.9,,373768,,18.8,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Lucy Olsen,,277500,4.0,7.4,,305250,,5.9,,344933,,7.2,,,,,RFA,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Madison Scott,,277500,4.0,7.4,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Cassandre Prosper,,270000,3.9,7.2,,288600,,5.6,,317460,,6.6,,358730,,18.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Rori Harmon,,270000,3.9,7.2,,288600,,5.6,,317460,,6.6,,358730,,18.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Alex Wilson,,270000,3.9,7.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Christeen Iwuala,,270000,3.9,7.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Nyla Harris,,270000,3.9,7.2,,,,,Reserved,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,roster_player,Bernadett Határ,,,,,Reserved,,,,,,,,,,,,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,unsigned_draftee,Darianna Littlepage-Buggs,,270000,3.9,7.2,,288600,,5.6,,317460,,6.6,,358730,,18.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,unsigned_draftee,Nastja Claessens,,270000,3.9,7.2,,288600,,5.6,,317460,,6.6,,358730,,18.0,,,,,RFA,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,unsigned_draftee,Txell Alarcon,,270000,3.9,7.2,,288600,,5.6,,317460,,6.6,,358730,,18.0,,,,,,Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
Washington Mystics,washington-mystics-11eaecc7-3568-d154-b611-2362f5011b0b,upcoming_draft_pick,2027 Round 1 Pick ? (?) (WAS),,,,,,,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",,,,"$??,???  $??,???  $??,???",Her Hoop Stats WNBA Salary Cap Database,https://herhoopstats.com/salary-cap-sheet/wnba/team/2026/
