player_id,player_name,team_id,team_name,season,salary_tier,salary,cap_hit,expected_salary_source,expected_salary,salary_history_reference_salary,salary_history_gap,salary_history_gap_pct,historical_salary_latest,historical_salary_median,historical_salary_mean,historical_salary_min,historical_salary_max,historical_salary_rows,historical_salary_latest_season,historical_salary_latest_contract_year,historical_salary_latest_signing,historical_salary_contract_years,historical_salary_tier,recommended_salary_low,recommended_salary_high,salary_gap,salary_gap_pct,market_discount_pct,production_score,salary_efficiency_score,scarcity_score,playoff_performance_score,playoff_score,onoff_score,value_score,value_label,undervalued_flag,hidden_talent_flag,overvalued_flag,archetype_family,archetype_label,role_band,service_band,skill_signature,comp_count,playoff_ts_pct_percentile,playoff_ts_pct_vs_reg_delta,playoff_performance_flag,playoff_performance_bonus,reg_2025_onoff_impact_score,playoffs_2025_onoff_impact_score,reg_2024_onoff_impact_score,playoffs_2024_onoff_impact_score
player:madina_okot__atlanta_dream,Madina Okot,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:maite_cazorla__atlanta_dream,Maite Cazorla,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1631044,Naz Hillmon,1611661330,Atlanta Dream,2026,High/Mid Starter,840000.0,840000.0,comparables,800000.0,840000.0,0.0,0.0,840000.0,80823.0,330649.0,71124.0,840000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,680000.0,919999.9999999999,40000.0,0.05,0.05,55.12,47.5,0.0,50.17,50.36,50.0,45.59,Risk,False,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,13.86,0.0,,
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Premium Starter,1100000.0,1100000.0,comparables,1190000.0,1100000.0,0.0,0.0,1100000.0,91981.0,424308.0,80943.0,1100000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,1011500.0,1368500.0,-90000.0,-0.07563025210084033,-0.07563025210084033,54.58,53.78,0.0,50.17,51.62,50.0,46.99,Risk,False,False,False,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,0.0,,0.0
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1631021,Sika Koné,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,65432.0,105978.0,15548.0,277500.0,4.0,2025.0,2026.0,Reserved,2024|2025|2026,Starter,235875.0,319125.0,0.0,0.0,0.0,39.98,50.0,0.0,50.17,37.75,50.0,38.57,Risk,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,0.0,0.0,0.0,
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,32.36,50.0,0.0,50.17,13.8,50.0,32.97,Overvalued,False,False,True,,Rotation Forward,Development,,balanced,5,,,False,0.0,0.0,0.0,,
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,52.94,50.0,0.0,50.17,33.34,50.0,43.57,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,100.0,100.0,,
player:kejia_ran__atlanta_dream,Kejia Ran,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:aicha_coulibaly__chicago_sky,Aicha Coulibaly,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1628922,Azurá Stevens,1611661329,Chicago Sky,2026,Premium Starter,1000000.0,1000000.0,comparables,1000000.0,1000000.0,0.0,0.0,1000000.0,215000.0,470000.0,195000.0,1000000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,850000.0,1150000.0,0.0,0.0,0.0,56.09,50.0,0.0,50.17,50.04,50.0,46.56,Risk,False,False,False,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,,
202664,Courtney Vandersloot,1611661329,Chicago Sky,2026,High/Mid Starter,750000.0,750000.0,comparables,500000.0,750000.0,0.0,0.0,750000.0,194670.0,376556.6666666667,185000.0,750000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,425000.0,575000.0,250000.0,0.5,0.5,52.56,25.0,0.0,50.17,79.98,50.0,42.07,Risk,True,False,True,,Rotation Forward,Rotation,rookie_scale,balanced,5,,,False,0.0,0.0,,46.86,0.0
1630096,DiJonai Carrington,1611661329,Chicago Sky,2026,High/Mid Starter,650000.0,650000.0,comparables,650000.0,650000.0,0.0,0.0,650000.0,200000.0,309489.6666666667,78469.0,650000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,552500.0,747500.0,0.0,0.0,0.0,50.67,50.0,0.0,50.17,73.68,50.0,46.65,Risk,False,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,100.0,0.0,0.0
204322,Elizabeth Williams,1611661329,Chicago Sky,2026,High/Mid Starter,600000.0,600000.0,comparables,600000.0,600000.0,0.0,0.0,600000.0,165000.0,288333.3333333333,100000.0,600000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,510000.0,690000.0,0.0,0.0,0.0,49.9,50.0,0.0,50.17,27.67,50.0,41.72,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,48.03,,0.0,
player:gabriela_jaquez__chicago_sky,Gabriela Jaquez,1611661329,Chicago Sky,2026,Low Rotation / Rookie Scale,380219.0,380219.0,comparables,355058.0,,,,,,,,,,,,,,,301799.3,408316.69999999995,25161.0,0.07086447847957235,0.07086447847957235,50.01,46.46,0.0,50.17,50.04,50.0,43.16,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1642817,Hailey Van Lith,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,310348.0,289133.0,0.0,0.0,289133.0,289133.0,289133.0,289133.0,289133.0,1.0,2025.0,2026.0,Rookie,2026,Starter,263795.8,356900.19999999995,-21215.0,-0.06835874566615541,-0.06835874566615541,45.55,53.42,0.0,50.17,50.04,50.0,42.96,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,39.57,,,
1642292,Jacy Sheldon,1611661329,Chicago Sky,2026,Mid-Tier Rotation,402155.0,402155.0,comparables,277500.0,402155.0,0.0,0.0,402155.0,238532.0,238532.0,74909.0,402155.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,235875.0,319125.0,124655.0,0.4492072072072072,0.4492072072072072,51.44,27.54,0.0,50.17,50.04,50.0,39.22,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,100.0,
player:jordan_hobbs__chicago_sky,Jordan Hobbs,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1642289,Kamilla Cardoso,1611661329,Chicago Sky,2026,Mid-Tier Rotation,461171.0,461171.0,comparables,400000.0,461171.0,0.0,0.0,461171.0,269618.5,269618.5,78066.0,461171.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,340000.0,459999.99999999994,61171.0,0.1529275,0.1529275,62.36,42.35,0.0,50.17,50.04,50.0,47.36,Risk,True,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,100.0,,1.3,
player:latasha_lattimore__chicago_sky,Latasha Lattimore,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1642818,Maddy Westbeld,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,41.21,50.0,0.0,50.17,50.04,50.0,40.31,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,,
player:megan_nestor__chicago_sky,Megan Nestor,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1627671,Rachel Banham,1611661329,Chicago Sky,2026,Mid-Tier Rotation,425000.0,425000.0,comparables,436016.0,425000.0,0.0,0.0,425000.0,95000.0,205000.0,95000.0,425000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,370613.6,501418.39999999997,-11016.0,-0.025265127885215222,-0.025265127885215222,47.2,51.26,0.0,50.17,34.6,50.0,41.59,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,
1642288,Rickea Jackson,1611661329,Chicago Sky,2026,Mid-Tier Rotation,430654.0,430654.0,comparables,407163.0,430654.0,0.0,0.0,430654.0,254360.0,254360.0,78066.0,430654.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,346088.55,468237.44999999995,23491.0,0.05769433863096598,0.05769433863096598,53.8,47.12,0.0,50.17,50.04,50.0,44.91,Risk,False,False,True,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,46.02,
203400,Skylar Diggins,1611661329,Chicago Sky,2026,Premium Starter,920000.0,920000.0,comparables,1085000.0,920000.0,0.0,0.0,920000.0,214466.0,447561.6666666667,208219.0,920000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,922250.0,1247750.0,-165000.0,-0.15207373271889402,-0.15207373271889402,53.32,57.6,0.0,50.17,36.49,50.0,45.87,Risk,False,False,True,,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,0.0,0.0,100.0
player:sydney_taylor__chicago_sky,Sydney Taylor,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:tonie_morgan__chicago_sky,Tonie Morgan,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:aj_a_sivka__chicago_sky,Ajša Sivka,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1642290,Aaliyah Edwards,1611661323,Connecticut Sun,2026,Low Rotation / Rookie Scale,375542.0,375542.0,comparables,367638.5,375542.0,0.0,0.0,375542.0,225225.5,225225.5,74909.0,375542.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,312492.725,422784.27499999997,7903.5,0.02149802047391663,0.02149802047391663,45.75,48.93,0.0,50.17,50.04,50.0,41.96,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,,
1642800,Aneesah Morrow,1611661323,Connecticut Sun,2026,Low Rotation / Rookie Scale,331563.0,331563.0,comparables,289133.0,331563.0,0.0,0.0,331563.0,331563.0,331563.0,331563.0,331563.0,1.0,2025.0,2026.0,Rookie,2026,Core,245763.05,332502.94999999995,42430.0,0.14674907395558445,0.14674907395558445,48.82,42.66,0.0,50.17,50.04,50.0,41.75,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,18.73,,,
203829,Bria Hartley,1611661323,Connecticut Sun,2026,,,,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,,,,48.38,50.0,0.0,50.17,50.04,50.0,43.32,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
203398,Brittney Griner,1611661323,Connecticut Sun,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,1190000.0,1190000.0,0.0,0.0,1190000.0,214466.0,518155.3333333333,150000.0,1190000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,1011500.0,1368500.0,0.0,0.0,0.0,57.4,50.0,0.0,50.17,42.8,50.0,46.39,Risk,False,False,False,,Rotation Forward,Rotation,early_career,balanced,5,,,False,0.0,40.62,0.0,0.0,0.0
player:charlisse_leger-walker__connecticut_sun,Charlisse Leger-Walker,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1628890,Diamond DeShields,1611661323,Connecticut Sun,2026,,,,comparables,289133.0,20294.0,,,20294.0,60147.0,60147.0,20294.0,100000.0,2.0,2024.0,2025.0,UFA,2024|2025,Minimum,245763.05,332502.94999999995,,,,46.95,50.0,0.0,50.17,50.04,50.0,42.72,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,,,74.98,
1641649,Diamond Miller,1611661323,Connecticut Sun,2026,Mid-Tier Rotation,536588.0,536588.0,comparables,466913.0,536588.0,0.0,0.0,536588.0,83371.0,231917.0,75792.0,536588.0,3.0,2025.0,2026.0,Rookie,2024|2025|2026,Star,396876.05,536949.95,69675.0,0.1492248020509174,0.1492248020509174,45.66,42.54,0.0,50.17,55.4,50.0,40.93,Risk,True,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,100.0,0.0
player:gianna_kneepkens__connecticut_sun,Gianna Kneepkens,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
203863,Haley Peters,1611661323,Connecticut Sun,2026,,,,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,,,,42.85,50.0,0.0,50.17,50.04,50.0,41.0,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,100.0,,,
player:harmoni_turner__connecticut_sun,Harmoni Turner,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1629568,Kennedy Burke,1611661323,Connecticut Sun,2026,Premium Starter,1000000.0,1000000.0,comparables,1000000.0,1000000.0,0.0,0.0,1000000.0,539415.5,539415.5,78831.0,1000000.0,2.0,2025.0,2026.0,UFA,2025|2026,Star,850000.0,1150000.0,0.0,0.0,0.0,57.03,50.0,0.0,50.17,56.03,50.0,47.56,Risk,False,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,,32.18,37.11,100.0
player:kyla_oldacre__connecticut_sun,Kyla Oldacre,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:leila_lacan__connecticut_sun,Leila Lacan,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,289133.0,0.0,0.0,289133.0,289133.0,289133.0,289133.0,289133.0,1.0,2025.0,2026.0,--,2026,Starter,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
player:madison_hayes__connecticut_sun,Madison Hayes,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1642841,Mamignan Touré,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Reserved,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,38.12,50.0,0.0,50.17,50.04,50.0,39.01,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,,
player:nell_angloma__connecticut_sun,Nell Angloma,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1631135,Olivia Nelson-Ododa,1611661323,Connecticut Sun,2026,High/Mid Starter,735000.0,735000.0,comparables,735000.0,735000.0,0.0,0.0,735000.0,80823.0,295649.0,71124.0,735000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,624750.0,845249.9999999999,0.0,0.0,0.0,58.49,50.0,0.0,50.17,69.9,50.0,49.56,Risk,False,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,64.43,,100.0,53.89
player:raegan_beers__connecticut_sun,Raegan Beers,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
1642809,Saniya Rivers,1611661323,Connecticut Sun,2026,Low Rotation / Rookie Scale,309622.0,309622.0,comparables,277500.0,309622.0,0.0,0.0,309622.0,309622.0,309622.0,309622.0,309622.0,1.0,2025.0,2026.0,Rookie,2026,Core,235875.0,319125.0,32122.0,0.11575495495495496,0.11575495495495496,51.27,44.21,0.0,50.17,50.04,50.0,43.15,Risk,True,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,81.31,,,
203035,Shey Peddy,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,UFA,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,51.2,50.0,0.0,50.17,54.14,50.0,44.92,Risk,False,False,True,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,,,
player:taylor_bigby__connecticut_sun,Taylor Bigby,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,nan,,balanced,5,,,False,0.0,,,,
202250,Tina Charles,1611661323,Connecticut Sun,2026,,,,comparables,277500.0,170000.0,,,170000.0,170000.0,170000.0,170000.0,170000.0,1.0,2024.0,2025.0,UFA,2025,Rotation,235875.0,319125.0,,,,50.66,50.0,0.0,50.17,26.41,50.0,41.92,Risk,False,False,True,,Rotation Forward,Starter,early_career,balanced,5,,,False,0.0,0.0,,,0.0
1629501,Alanna Smith,1611661321,Dallas Wings,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,1000000.0,1190000.0,0.0,0.0,1190000.0,150000.0,496666.6666666667,150000.0,1190000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,850000.0,1150000.0,190000.0,0.19,0.19,60.57,40.5,0.0,50.17,78.72,50.0,49.03,Risk,True,False,False,,Rotation Forward,Rotation,,balanced,5,,,False,0.0,65.13,0.0,0.0,83.79
