player_id,player_name,team_id,team_name,season,salary_tier,salary,cap_hit,expected_salary_source,expected_salary,salary_history_reference_salary,salary_history_gap,salary_history_gap_pct,historical_salary_latest,historical_salary_median,historical_salary_mean,historical_salary_min,historical_salary_max,historical_salary_rows,historical_salary_latest_season,historical_salary_latest_contract_year,historical_salary_latest_signing,historical_salary_contract_years,historical_salary_tier,recommended_salary_low,recommended_salary_high,salary_gap,salary_gap_pct,market_discount_pct,production_score,salary_efficiency_score,scarcity_score,playoff_performance_score,playoff_score,onoff_score,value_score,value_label,undervalued_flag,hidden_talent_flag,overvalued_flag,archetype_family,archetype_label,role_band,service_band,skill_signature,comp_count,playoff_ts_pct_percentile,playoff_ts_pct_vs_reg_delta,playoff_performance_flag,playoff_performance_bonus,reg_2025_onoff_impact_score,playoffs_2025_onoff_impact_score,reg_2024_onoff_impact_score,playoffs_2024_onoff_impact_score,override_expected_salary,override_comp_names,override_method,effective_expected_salary,override_active
1631009,Rhyne Howard,1611661330,Atlanta Dream,2026,Premium Starter,1100000.0,1100000.0,comparables,1085000.0,1100000.0,0.0,0.0,1100000.0,91981.0,424308.0,80943.0,1100000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,922250.0,1247750.0,15000.0,0.0138248847926267,0.0138248847926267,63.03,49.31,50.36,50.17,51.62,50.0,55.51,Fair Value,False,False,False,Guard,Scoring Guard,Starter,,balanced,5,,,False,0.0,0.0,0.0,,0.0,,,,1085000.0,False
player:sacha_washington__atlanta_dream,Sacha Washington,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1631021,Sika Koné,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,325000.0,277500.0,0.0,0.0,277500.0,65432.0,105978.0,15548.0,277500.0,4.0,2025.0,2026.0,Reserved,2024|2025|2026,Starter,276250.0,373750.0,-47500.0,-0.1461538461538461,-0.1461538461538461,40.04,57.31,45.32,50.17,37.75,50.0,45.78,Risk,False,False,True,Forward,Rotation Forward,Development,,balanced,5,,,False,0.0,0.0,0.0,0.0,,,,,325000.0,False
player:stephanie_jones__atlanta_dream,Stephanie Jones,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,277500.0,False
1642814,Taylor Thierry,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,38.58,50.0,45.32,50.17,13.8,50.0,41.02,Risk,False,False,True,Forward,Rotation Forward,Development,,balanced,5,,,False,0.0,0.0,0.0,,,,,,277500.0,False
1642804,Te-Hina Paopao,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,410000.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,348500.0,471500.0,-132500.0,-0.3231707317073171,-0.3231707317073171,52.31,66.16,50.36,50.17,33.34,50.0,53.23,Fair Value,False,False,True,Guard,Primary Creator,Rotation,,balanced,5,,,False,0.0,100.0,100.0,,,,,,410000.0,False
player:kejia_ran__atlanta_dream,Kejia Ran,1611661330,Atlanta Dream,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:aicha_coulibaly__chicago_sky,Aicha Coulibaly,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1628922,Azurá Stevens,1611661329,Chicago Sky,2026,Premium Starter,1000000.0,1000000.0,comparables,950000.0,1000000.0,0.0,0.0,1000000.0,215000.0,470000.0,195000.0,1000000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,807500.0,1092500.0,50000.0,0.0526315789473684,0.0526315789473684,65.98,47.37,45.32,50.17,50.04,50.0,55.52,Fair Value,False,False,False,Forward,Rotation Forward,Starter,,balanced,5,,,False,0.0,0.0,,,,,,,950000.0,False
202664,Courtney Vandersloot,1611661329,Chicago Sky,2026,High/Mid Starter,750000.0,750000.0,comparables,925000.0,750000.0,0.0,0.0,750000.0,194670.0,376556.6666666667,185000.0,750000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,786250.0,1063750.0,-175000.0,-0.1891891891891892,-0.1891891891891892,54.21,59.46,50.36,50.17,79.98,50.0,57.08,Fair Value,False,False,True,Guard,Primary Creator,Rotation,rookie_scale,balanced,5,,,False,0.0,0.0,,46.86,0.0,,,,925000.0,False
1630096,DiJonai Carrington,1611661329,Chicago Sky,2026,High/Mid Starter,650000.0,650000.0,comparables,700000.0,650000.0,0.0,0.0,650000.0,200000.0,309489.6666666667,78469.0,650000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,595000.0,804999.9999999999,-50000.0,-0.0714285714285714,-0.0714285714285714,50.69,53.57,45.32,50.17,73.68,50.0,52.95,Fair Value,False,False,False,Forward,Rotation Forward,Rotation,,balanced,5,,,False,0.0,0.0,100.0,0.0,0.0,,,,700000.0,False
204322,Elizabeth Williams,1611661329,Chicago Sky,2026,High/Mid Starter,600000.0,600000.0,comparables,300000.0,600000.0,0.0,0.0,600000.0,165000.0,288333.3333333333,100000.0,600000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,255000.0,345000.0,300000.0,1.0,1.0,56.2,0.0,45.32,50.17,27.67,50.0,37.81,Risk,True,False,True,Forward,Rotation Forward,Rotation,,balanced,5,,,False,0.0,48.03,,0.0,,,,,300000.0,False
player:gabriela_jaquez__chicago_sky,Gabriela Jaquez,1611661329,Chicago Sky,2026,Low Rotation / Rookie Scale,380219.0,380219.0,comparables,355058.0,,,,,,,,,,,,,,,301799.3,408316.7,25161.0,0.0708644784795723,0.0708644784795723,50.01,46.46,0.0,50.17,50.04,50.0,43.16,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,355058.0,False
1642817,Hailey Van Lith,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,277500.0,289133.0,0.0,0.0,289133.0,289133.0,289133.0,289133.0,289133.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,11633.0,0.0419207207207207,0.0419207207207207,39.51,47.9,50.36,50.17,50.04,50.0,45.14,Risk,False,False,False,Guard,Scoring Guard,Bench,,balanced,5,,,False,0.0,39.57,,,,,,,277500.0,False
1642292,Jacy Sheldon,1611661329,Chicago Sky,2026,Mid-Tier Rotation,402155.0,402155.0,comparables,289133.0,402155.0,0.0,0.0,402155.0,238532.0,238532.0,74909.0,402155.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,245763.05,332502.94999999995,113022.0,0.390899689762151,0.390899689762151,49.61,30.46,50.36,50.17,50.04,50.0,45.19,Risk,True,False,False,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,100.0,,,,,289133.0,False
player:jordan_hobbs__chicago_sky,Jordan Hobbs,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1642289,Kamilla Cardoso,1611661329,Chicago Sky,2026,Mid-Tier Rotation,461171.0,461171.0,comparables,466913.0,461171.0,0.0,0.0,461171.0,269618.5,269618.5,78066.0,461171.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,396876.05,536949.95,-5742.0,-0.0122977942357569,-0.0122977942357569,62.23,50.61,88.49,50.17,50.04,50.0,59.91,Fair Value,False,False,False,Center,Rim Protector,Rotation,,balanced,5,,,False,0.0,100.0,,1.3,,,,,466913.0,False
player:latasha_lattimore__chicago_sky,Latasha Lattimore,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1642818,Maddy Westbeld,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Rookie,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,45.25,50.0,45.32,50.17,50.04,50.0,47.45,Risk,False,False,False,Forward,Usage Forward,Bench,,balanced,5,,,False,0.0,0.0,,,,,,,277500.0,False
player:megan_nestor__chicago_sky,Megan Nestor,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1627671,Rachel Banham,1611661329,Chicago Sky,2026,Mid-Tier Rotation,425000.0,425000.0,comparables,283316.5,425000.0,0.0,0.0,425000.0,95000.0,205000.0,95000.0,425000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Core,240819.025,325813.975,141683.5,0.5000891229420101,0.5000891229420101,40.45,25.0,50.36,50.17,34.6,50.0,38.49,Risk,True,False,True,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,0.0,,,,,283316.5,False
1642288,Rickea Jackson,1611661329,Chicago Sky,2026,Mid-Tier Rotation,430654.0,430654.0,comparables,500000.0,430654.0,0.0,0.0,430654.0,254360.0,254360.0,78066.0,430654.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,425000.0,575000.0,-69346.0,-0.138692,-0.138692,44.0,56.93,45.32,50.17,50.04,50.0,48.59,Risk,False,False,True,Forward,Usage Forward,Starter,,balanced,5,,,False,0.0,0.0,,46.02,,,,,500000.0,False
203400,Skylar Diggins,1611661329,Chicago Sky,2026,Premium Starter,920000.0,920000.0,comparables,1100000.0,920000.0,0.0,0.0,920000.0,214466.0,447561.6666666667,208219.0,920000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,935000.0,1265000.0,-180000.0,-0.1636363636363636,-0.1636363636363636,55.8,58.18,50.36,50.17,36.49,50.0,53.09,Fair Value,False,False,True,Guard,Primary Creator,Starter,,balanced,5,,,False,0.0,0.0,0.0,0.0,100.0,,,,1100000.0,False
player:sydney_taylor__chicago_sky,Sydney Taylor,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:tonie_morgan__chicago_sky,Tonie Morgan,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:aj_a_sivka__chicago_sky,Ajša Sivka,1611661329,Chicago Sky,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,289133.0,False
1642290,Aaliyah Edwards,1611661323,Connecticut Sun,2026,Low Rotation / Rookie Scale,375542.0,375542.0,comparables,325000.0,375542.0,0.0,0.0,375542.0,225225.5,225225.5,74909.0,375542.0,2.0,2025.0,2026.0,Rookie,2025|2026,Core,276250.0,373750.0,50542.0,0.1555138461538461,0.1555138461538461,45.24,42.22,45.32,50.17,50.04,50.0,45.58,Risk,True,False,False,Forward,Usage Forward,Bench,,balanced,5,,,False,0.0,0.0,,,,,,,325000.0,False
1642800,Aneesah Morrow,1611661323,Connecticut Sun,2026,Low Rotation / Rookie Scale,331563.0,331563.0,comparables,277500.0,331563.0,0.0,0.0,331563.0,331563.0,331563.0,331563.0,331563.0,1.0,2025.0,2026.0,Rookie,2026,Core,235875.0,319125.0,54063.0,0.1948216216216216,0.1948216216216216,51.68,40.26,45.32,50.17,50.04,50.0,47.81,Risk,True,False,False,Forward,Rebounding Forward,Rotation,,balanced,5,,,False,0.0,18.73,,,,,,,277500.0,False
203829,Bria Hartley,1611661323,Connecticut Sun,2026,,,,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,,,,45.37,50.0,50.36,50.17,50.04,50.0,48.1,Risk,False,False,False,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,0.0,,,,,,,277500.0,False
203398,Brittney Griner,1611661323,Connecticut Sun,2026,Max / Protected Veteran Top Tier,1190000.0,1190000.0,comparables,466913.0,1190000.0,0.0,0.0,1190000.0,214466.0,518155.3333333333,150000.0,1190000.0,3.0,2025.0,2026.0,UFA,2024|2025|2026,Star,396876.05,536949.95,723087.0,1.5486546744254284,1.5486546744254284,54.47,0.0,88.49,50.17,42.8,50.0,43.78,Risk,True,False,True,Center,Rim Protector,Rotation,early_career,balanced,5,,,False,0.0,40.62,0.0,0.0,0.0,,,,466913.0,False
player:charlisse_leger-walker__connecticut_sun,Charlisse Leger-Walker,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1628890,Diamond DeShields,1611661323,Connecticut Sun,2026,,,,comparables,277500.0,20294.0,,,20294.0,60147.0,60147.0,20294.0,100000.0,2.0,2024.0,2025.0,UFA,2024|2025,Minimum,235875.0,319125.0,,,,46.95,50.0,0.0,50.17,50.04,50.0,42.72,Risk,False,False,True,,Rotation Forward,Bench,,balanced,5,,,False,0.0,,,74.98,,,,,277500.0,False
1641649,Diamond Miller,1611661323,Connecticut Sun,2026,Mid-Tier Rotation,536588.0,536588.0,comparables,277500.0,536588.0,0.0,0.0,536588.0,83371.0,231917.0,75792.0,536588.0,3.0,2025.0,2026.0,Rookie,2024|2025|2026,Star,235875.0,319125.0,259088.0,0.9336504504504504,0.9336504504504504,39.55,3.32,45.32,50.17,55.4,50.0,34.39,Overvalued,True,False,True,Forward,Usage Forward,Bench,,balanced,5,,,False,0.0,0.0,,100.0,0.0,,,,277500.0,False
player:gianna_kneepkens__connecticut_sun,Gianna Kneepkens,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,289133.0,False
203863,Haley Peters,1611661323,Connecticut Sun,2026,,,,comparables,277500.0,,,,,,,,,,,,,,,235875.0,319125.0,,,,40.55,50.0,45.32,50.17,50.04,50.0,45.47,Risk,False,False,False,Forward,Rotation Forward,Bench,,balanced,5,,,False,0.0,100.0,,,,,,,277500.0,False
player:harmoni_turner__connecticut_sun,Harmoni Turner,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1629568,Kennedy Burke,1611661323,Connecticut Sun,2026,Premium Starter,1000000.0,1000000.0,comparables,500000.0,1000000.0,0.0,0.0,1000000.0,539415.5,539415.5,78831.0,1000000.0,2.0,2025.0,2026.0,UFA,2025|2026,Star,425000.0,575000.0,500000.0,1.0,1.0,56.78,0.0,45.32,50.17,56.03,50.0,40.89,Risk,True,False,True,Forward,Rotation Forward,Rotation,,balanced,5,,,False,0.0,,32.18,37.11,100.0,,,,500000.0,False
player:kyla_oldacre__connecticut_sun,Kyla Oldacre,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
player:leila_lacan__connecticut_sun,Leila Lacan,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,277500.0,289133.0,0.0,0.0,289133.0,289133.0,289133.0,289133.0,289133.0,1.0,2025.0,2026.0,--,2026,Starter,235875.0,319125.0,11633.0,0.0419207207207207,0.0419207207207207,50.01,47.9,50.36,50.17,50.04,50.0,49.55,Risk,False,False,False,Guard,Scoring Guard,,,balanced,5,,,False,0.0,,,,,,,,277500.0,False
player:madison_hayes__connecticut_sun,Madison Hayes,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1642841,Mamignan Touré,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,277500.0,277500.0,comparables,277500.0,277500.0,0.0,0.0,277500.0,277500.0,277500.0,277500.0,277500.0,1.0,2025.0,2026.0,Reserved,2026,Starter,235875.0,319125.0,0.0,0.0,0.0,35.18,50.0,45.32,50.17,50.04,50.0,43.22,Risk,False,False,True,Forward,Rotation Forward,Bench,,balanced,5,,,False,0.0,0.0,,,,,,,277500.0,False
player:nell_angloma__connecticut_sun,Nell Angloma,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,289133.0,289133.0,comparables,289133.0,,,,,,,,,,,,,,,245763.05,332502.94999999995,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,289133.0,False
1631135,Olivia Nelson-Ododa,1611661323,Connecticut Sun,2026,High/Mid Starter,735000.0,735000.0,comparables,466913.0,735000.0,0.0,0.0,735000.0,80823.0,295649.0,71124.0,735000.0,3.0,2025.0,2026.0,RFA,2024|2025|2026,Star,396876.05,536949.95,268087.0,0.5741690636157057,0.5741690636157057,62.17,21.29,88.49,50.17,69.9,50.0,54.83,Fair Value,True,False,False,Center,Rim Protector,Rotation,,balanced,5,,,False,0.0,64.43,,100.0,53.89,,,,466913.0,False
player:raegan_beers__connecticut_sun,Raegan Beers,1611661323,Connecticut Sun,2026,Minimum / Training Camp / Draftee Band,270000.0,270000.0,comparables,270000.0,,,,,,,,,,,,,,,229500.0,310500.0,0.0,0.0,0.0,50.01,50.0,0.0,50.17,50.04,50.0,44.01,Risk,False,False,True,,Rotation Forward,,,balanced,5,,,False,0.0,,,,,,,,270000.0,False
1642809,Saniya Rivers,1611661323,Connecticut Sun,2026,Low Rotation / Rookie Scale,309622.0,309622.0,comparables,277500.0,309622.0,0.0,0.0,309622.0,309622.0,309622.0,309622.0,309622.0,1.0,2025.0,2026.0,Rookie,2026,Core,235875.0,319125.0,32122.0,0.1157549549549549,0.1157549549549549,57.74,44.21,50.36,50.17,50.04,50.0,51.91,Fair Value,True,False,False,Guard,Scoring Guard,Rotation,,balanced,5,,,False,0.0,81.31,,,,,,,277500.0,False
