transaction_id,transaction_date,player_id,player_name,transaction_type,from_team,to_team,contract_value,contract_years,salary_2026,market_signal,notes,source_url
c24d7558629a0fbd49,2026-04-03,1629524,Bridget Carleton,expansion_draft,Minnesota Lynx,Portland Fire,,,,expansion,The Portland Fire drafted Bridget Carleton from the Minnesota Lynx in the WNBA expansion draft.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
d3caacb6978dda0b9b,2026-04-03,player:nyadiew_puoch__portland_fire,Nyadiew Puoch,expansion_draft,Atlanta Dream,Portland Fire,,,,expansion,The Portland Fire drafted Nyadiew Puoch from the Atlanta Dream in the WNBA expansion draft.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
ecd8d742977ecdb548,2026-04-03,player:maria_conde__toronto_tempo,Maria Conde,expansion_draft,Golden State Valkyries,Toronto Tempo,,,,expansion,The Toronto Tempo drafted Maria Conde from the Golden State Valkyries in the WNBA expansion draft.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
082b463a8190ec6988,2026-04-06,1642291,Angel Reese,trade,Chicago Sky,Atlanta Dream,,,,movement,The Chicago Sky traded Angel Reese and a 2028 2nd round pick (later selected) (2028 2nd-rd pick is a right to swap) to the Atlanta Dream for a 2027 1st round pick (later selected) and a 2028 1st round pick (later selected).,https://www.basketball-reference.com/wnba/years/2026_transactions.html
0267dd36bddf2ff186,2026-04-07,1631263,Nikolina Milic,training_camp_signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Nikolina Milic to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
786a7635de0b3549e0,2026-04-07,1631083,Emily Engstler,training_camp_signing,,Portland Fire,,,,expansion,The Portland Fire signed Emily Engstler to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
9a8d7a9bf04f5c561b,2026-04-07,1631118,Lexi Held,training_camp_signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Lexi Held to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
c111b04db4f6ff314a,2026-04-07,1631064,Chloe Bibby,training_camp_signing,,Portland Fire,,,,expansion,The Portland Fire signed Chloe Bibby to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
def20dc55b159e557c,2026-04-07,1642810,Madison Scott,training_camp_signing,,Washington Mystics,,,,movement,The Washington Mystics signed Madison Scott to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
57d70ad6ad97cd5783,2026-04-08,1641658,Grace Berger,training_camp_signing,,Dallas Wings,,,,movement,The Dallas Wings signed Grace Berger to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
839a1cacac14a82381,2026-04-08,1631021,Sika Koné,training_camp_signing,,Atlanta Dream,,,,movement,The Atlanta Dream signed Sika Koné to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
96fe2e700aaa18db41,2026-04-08,1642320,Jaylyn Sherrod,training_camp_signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Jaylyn Sherrod to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
e0ab5a653d4c7ea305,2026-04-08,1629574,Li Yueru,training_camp_signing,,Dallas Wings,,,,movement,The Dallas Wings signed Li Yueru to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
e5b56f1186ceb41664,2026-04-08,1630471,Maya Caldwell,training_camp_signing,,Portland Fire,,,,expansion,The Portland Fire signed Maya Caldwell to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
2242982776df0e9597,2026-04-09,1641649,Diamond Miller,trade,Dallas Wings,Connecticut Sun,,,,movement,The Dallas Wings traded Diamond Miller to the Connecticut Sun for Rayah Marshall.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
56b3705415660c1eb5,2026-04-09,1631006,Kierstan Bell,signing,,Las Vegas Aces,,,,movement,The Las Vegas Aces signed Kierstan Bell.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
f4beeb851caf8bc826,2026-04-09,1642841,Mamignan Touré,training_camp_signing,,Connecticut Sun,,,,movement,The Connecticut Sun signed Mamignan Touré to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
06cc474dfe941a67ee,2026-04-11,1627700,Julie Allemand,signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Julie Allemand.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
0808e5f39f7d51e479,2026-04-11,1628886,Jordin Canada,signing,,Atlanta Dream,,,,movement,The Atlanta Dream signed Jordin Canada.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
0a1ea69d0bb4eaf0d0,2026-04-11,player:laura_ju_kait__toronto_tempo,Laura Juškaitė,signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Laura Juškaitė.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
0b5c72ee25c3de934f,2026-04-11,player:nyadiew_puoch__portland_fire,Nyadiew Puoch,signing,,Portland Fire,,,,expansion,The Portland Fire signed Nyadiew Puoch.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
13b7cb2b5432d04f6d,2026-04-11,1629524,Bridget Carleton,signing,,Portland Fire,,,,expansion,The Portland Fire signed Bridget Carleton.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
176ffbc37a004244c8,2026-04-11,1628280,Brionna Jones,signing,,Atlanta Dream,,,,movement,The Atlanta Dream signed Brionna Jones.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
209da2e4e8c7da83d4,2026-04-11,1629491,Jessica Shepard,signing,,Dallas Wings,,,,movement,The Dallas Wings signed Jessica Shepard.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
24114096eafbea63c9,2026-04-11,1628317,Karlie Samuelson,signing,,Portland Fire,,,,expansion,The Portland Fire signed Karlie Samuelson.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
2629b4aeeaf9f7b497,2026-04-11,1641650,Haley Jones,signing,,Portland Fire,,,,expansion,The Portland Fire signed Haley Jones.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
349b0d834dafb21107,2026-04-11,1631044,Naz Hillmon,signing,,Atlanta Dream,,,,movement,The Atlanta Dream signed Naz Hillmon.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
3994dbdde8fe8d264c,2026-04-11,204365,Erica Wheeler,signing,,Los Angeles Sparks,,,,movement,The Los Angeles Sparks signed Erica Wheeler.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
40b6028a5a3e6c0b71,2026-04-11,1642307,Mackenzie Holmes,training_camp_signing,,Seattle Storm,,,,movement,The Seattle Storm signed Mackenzie Holmes to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
4152549c090fc2ce91,2026-04-11,1631007,Veronica Burton,signing,,Golden State Valkyries,,,,movement,The Golden State Valkyries signed Veronica Burton.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
472bce6d3142b6a1eb,2026-04-11,1628881,Monique Billings,signing,,Indiana Fever,,,,movement,The Indiana Fever signed Monique Billings.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
4e44a1b838cbdc0656,2026-04-11,player:elizabeth_balogun__toronto_tempo,Elizabeth Balogun,training_camp_signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Elizabeth Balogun to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
55e5788d473fa6ba75,2026-04-11,1641660,Zia Cooke,training_camp_signing,,Seattle Storm,,,,movement,The Seattle Storm signed Zia Cooke to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
632ef0ed9eb3f27a1e,2026-04-11,203400,Skylar Diggins,signing,,Chicago Sky,,,,movement,The Chicago Sky signed Skylar Diggins.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
634ac003b1ba814dce,2026-04-11,1629481,Arike Ogunbowale,signing,,Dallas Wings,,,,movement,The Dallas Wings signed Arike Ogunbowale.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
6576d5ed3e88f022bf,2026-04-11,204322,Elizabeth Williams,signing,,Chicago Sky,,,,movement,The Chicago Sky signed Elizabeth Williams.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
70d873a6273b28735b,2026-04-11,1629567,Natisha Hiedeman,signing,,Seattle Storm,,,,movement,The Seattle Storm signed Natisha Hiedeman.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
723d3fbb15339274ae,2026-04-11,1642292,Jacy Sheldon,trade,Washington Mystics,Chicago Sky,,,,movement,The Washington Mystics traded Jacy Sheldon to the Chicago Sky for a 2028 1st round pick (later selected).,https://www.basketball-reference.com/wnba/years/2026_transactions.html
92762281aa75c08ac4,2026-04-11,1628929,Kristy Wallace,training_camp_signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Kristy Wallace to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
a6001faef38fc2ce17,2026-04-11,1628277,Allisha Gray,signing,,Atlanta Dream,,,,movement,The Atlanta Dream signed Allisha Gray.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
a87f2b39ebae3506f9,2026-04-11,1631009,Rhyne Howard,signing,,Atlanta Dream,,,,movement,The Atlanta Dream signed Rhyne Howard.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
b22d4ad0a4a86f6496,2026-04-11,1628279,Brittney Sykes,signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Brittney Sykes.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
b60a83458683e7746d,2026-04-11,player:azura_stevens__chicago_sky,Azura Stevens,signing,,Chicago Sky,,,,movement,The Chicago Sky signed Azura Stevens.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
c23d5d7c36936fc987,2026-04-11,1627671,Rachel Banham,signing,,Chicago Sky,,,,movement,The Chicago Sky signed Rachel Banham.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
c29c2749192fed8890,2026-04-11,1628909,Kelsey Mitchell,signing,,Indiana Fever,,,,movement,The Indiana Fever signed Kelsey Mitchell.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
c5de46acaf5d3d7ad8,2026-04-11,203398,Brittney Griner,signing,,Connecticut Sun,,,,movement,The Connecticut Sun signed Brittney Griner.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
cf4644cefbc129f6e1,2026-04-11,1629497,Marina Mabrey,signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Marina Mabrey.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
d3c6d0d2a10e51424d,2026-04-11,1631135,Olivia Nelson-Ododa,signing,,Connecticut Sun,,,,movement,The Connecticut Sun signed Olivia Nelson-Ododa.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
e85ca0056c117bca0f,2026-04-11,1629501,Alanna Smith,signing,,Dallas Wings,,,,movement,The Dallas Wings signed Alanna Smith.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
eac9d5eb7fc14864f6,2026-04-11,1631086,Lexie Hull,signing,,Indiana Fever,,,,movement,The Indiana Fever signed Lexie Hull.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
eec83a44968023c450,2026-04-11,player:maria_conde__toronto_tempo,Maria Conde,training_camp_signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Maria Conde to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
f83dc99388f5be7f54,2026-04-11,1630386,Awak Kuier,signing,,Dallas Wings,,,,movement,The Dallas Wings signed Awak Kuier.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
0ee177cc0c22d256df,2026-04-12,player:sha_carter__phoenix_mercury,Sha Carter,signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Sha Carter.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
0f61a6a2b20d7a95ce,2026-04-12,player:aisha_sheppard__phoenix_mercury,Aisha Sheppard,training_camp_signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Aisha Sheppard to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
1428167184b3351d92,2026-04-12,player:isobel_borlase__atlanta_dream,Isobel Borlase,signing,,Atlanta Dream,,,,movement,The Atlanta Dream signed Isobel Borlase.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
15131eba79d4ff0aec,2026-04-12,1630389,Dana Evans,signing,,Las Vegas Aces,,,,movement,The Las Vegas Aces signed Dana Evans.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
15c361342b33dbcb92,2026-04-12,1630446,Michaela Onyenwere,signing,,Washington Mystics,,,,movement,The Washington Mystics signed Michaela Onyenwere.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
17584558346f88516c,2026-04-12,1629496,Ezi Magbegor,signing,,Seattle Storm,,,,movement,The Seattle Storm signed Ezi Magbegor.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
19308f433c643a6b8f,2026-04-12,203826,Alyssa Thomas,signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Alyssa Thomas.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
1b178edf337664b5fd,2026-04-12,1641675,Dulcy Fankam Mendjiadeu,training_camp_signing,,Dallas Wings,,,,movement,The Dallas Wings signed Dulcy Fankam Mendjiadeu to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
2209c263d13d452325,2026-04-12,1630097,Kaila Charles,signing,,Golden State Valkyries,,,,movement,The Golden State Valkyries signed Kaila Charles.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
29360e9835b30a1aee,2026-04-12,player:mariella_fasoula__golden_state_valkyries,Mariella Fasoula,signing,,Golden State Valkyries,,,,movement,The Golden State Valkyries signed Mariella Fasoula.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
2ce2673abb776b2f8d,2026-04-12,player:valeriane_ayayi__phoenix_mercury,Valeriane Ayayi,signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Valeriane Ayayi.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
2eaa17576ce8e2a418,2026-04-12,204323,Cheyenne Parker-Tyus,signing,,Las Vegas Aces,,,,movement,The Las Vegas Aces signed Cheyenne Parker-Tyus.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
3441427a3a78bb89ad,2026-04-12,1642768,Kyara Linskens,training_camp_signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Kyara Linskens to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
35ad1485f83f97b63d,2026-04-12,202664,Courtney Vandersloot,signing,,Chicago Sky,,,,movement,The Chicago Sky signed Courtney Vandersloot.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
3b6c75d5aa3bcaecb6,2026-04-12,1628878,Ariel Atkins,trade,Chicago Sky,Los Angeles Sparks,,,,movement,The Chicago Sky traded Ariel Atkins to the Los Angeles Sparks for Rickea Jackson.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
3eaca5ccd21467dc25,2026-04-12,1628878,Ariel Atkins,signing,,Chicago Sky,,,,movement,The Chicago Sky signed Ariel Atkins.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
4215cffcc5bad09f39,2026-04-12,203024,Damiris Dantas,signing,,Indiana Fever,,,,movement,The Indiana Fever signed Damiris Dantas.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
471c0eb86030d963f2,2026-04-12,player:emma_echov__minnesota_lynx,Emma Čechová,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Emma Čechová.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
4abaafe7d32ec1c752,2026-04-12,player:jaime_nared__phoenix_mercury,Jaime Nared,training_camp_signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Jaime Nared to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
4abac7972ea7a5d633,2026-04-12,204330,Isabelle Harrison,signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Isabelle Harrison.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
4be2bdcc9315982d96,2026-04-12,1629490,Kitija Laksa,signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Kitija Laksa.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
4e65d657001ef9ed04,2026-04-12,player:costanza_verona__dallas_wings,Costanza Verona,signing,,Dallas Wings,,,,movement,The Dallas Wings signed Costanza Verona.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
53cc53251ee2b88934,2026-04-12,player:raquel_carrera__new_york_liberty,Raquel Carrera,training_camp_signing,,New York Liberty,,,,movement,The New York Liberty signed Raquel Carrera to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
5705fce8a3a299919d,2026-04-12,1627675,Courtney Williams,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Courtney Williams.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
577187ca1d457a503b,2026-04-12,204324,Dearica Hamby,signing,,Los Angeles Sparks,,,,movement,The Los Angeles Sparks signed Dearica Hamby.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
5decce6889271c4292,2026-04-12,203827,Natasha Howard,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Natasha Howard.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
5f86b995cb2183acc5,2026-04-12,player:maddison_rocci__toronto_tempo,Maddison Rocci,signing,,Toronto Tempo,,,,expansion,The Toronto Tempo signed Maddison Rocci.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
5fa6be15de96533d1a,2026-04-12,1630112,Tyasha Harris,signing,,Indiana Fever,,,,movement,The Indiana Fever signed Tyasha Harris.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
607e1f3e1c812f500d,2026-04-12,player:aubrey_griffin__minnesota_lynx,Aubrey Griffin,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Aubrey Griffin.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
61e79caf434286d601,2026-04-12,1642210,Julie Vanloo,training_camp_signing,,Los Angeles Sparks,,,,movement,The Los Angeles Sparks signed Julie Vanloo to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
6429977ec09b4b8010,2026-04-12,player:reigan_richardson__minnesota_lynx,Reigan Richardson,training_camp_signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Reigan Richardson to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
65eeebd46533fe2015,2026-04-12,player:lauren_jensen__phoenix_mercury,Lauren Jensen,training_camp_signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Lauren Jensen to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
6b7e750d862f9f8109,2026-04-12,1628269,Nia Coffey,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Nia Coffey.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
6d4d3fea406b8758fe,2026-04-12,player:eli_ka_hamzov__minnesota_lynx,Eliška Hamzová,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Eliška Hamzová.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
6f0135b9e2301c30cd,2026-04-12,1628508,Cecilia Zandalasini,signing,,Golden State Valkyries,,,,movement,The Golden State Valkyries signed Cecilia Zandalasini.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
70728380a63fcb9867,2026-04-12,1630096,DiJonai Carrington,signing,,Chicago Sky,,,,movement,The Chicago Sky signed DiJonai Carrington.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
71bda17bee3a386e6f,2026-04-12,1629484,Megan Gustafson,signing,,Portland Fire,,,,expansion,The Portland Fire signed Megan Gustafson.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
79a22d74d982c729af,2026-04-12,player:anneli_maley__new_york_liberty,Anneli Maley,training_camp_signing,,New York Liberty,,,,movement,The New York Liberty signed Anneli Maley to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
7c1d4600c2fad95c03,2026-04-12,1627674,Kahleah Copper,signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Kahleah Copper.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
8322e3ded568269106,2026-04-12,player:shyanne_sellers__dallas_wings,Shyanne Sellers,training_camp_signing,,Dallas Wings,,,,movement,The Dallas Wings signed Shyanne Sellers to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
88e62a801e2ab634cb,2026-04-12,player:miela_sowah__golden_state_valkyries,Miela Sowah,signing,,Golden State Valkyries,,,,movement,The Golden State Valkyries signed Miela Sowah.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
8a3569fa08999b08f8,2026-04-12,1631141,Jade Melbourne,signing,,Seattle Storm,,,,movement,The Seattle Storm signed Jade Melbourne.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
97f8baaf919f518ccd,2026-04-12,player:ally_wilson__washington_mystics,Ally Wilson,training_camp_signing,,Washington Mystics,,,,movement,The Washington Mystics signed Ally Wilson to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
9e3a09e55a581c0785,2026-04-12,203825,Kayla McBride,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Kayla McBride.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
a79d0950d1e235af9e,2026-04-12,1628276,Kelsey Plum,signing,,Los Angeles Sparks,,,,movement,The Los Angeles Sparks signed Kelsey Plum.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
ac7d61aa21d4211a6a,2026-04-12,player:antonia_delaere__minnesota_lynx,Antonia Delaere,signing,,Minnesota Lynx,,,,movement,The Minnesota Lynx signed Antonia Delaere.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
ad1108938fd46cf4bf,2026-04-12,player:morgan_maly__phoenix_mercury,Morgan Maly,training_camp_signing,,Phoenix Mercury,,,,movement,The Phoenix Mercury signed Morgan Maly to a training camp contract.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
af772fe6dc06253b7a,2026-04-12,player:just_jocyt__golden_state_valkyries,Justė Jocytė,signing,,Golden State Valkyries,,,,movement,The Golden State Valkyries signed Justė Jocytė.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
b654264a52584fd359,2026-04-12,203855,Stephanie Talbot,signing,,Las Vegas Aces,,,,movement,The Las Vegas Aces signed Stephanie Talbot.,https://www.basketball-reference.com/wnba/years/2026_transactions.html
