season,season_type,team_id,player_id,player_name
2024,Regular Season,1611661322,1628317,Karlie Samuelson
2024,Regular Season,1611661322,1628878,Ariel Atkins
2024,Regular Season,1611661322,1628899,Myisha Hines-Allen
2024,Regular Season,1611661322,1630134,Sug Sutton
2024,Regular Season,1611661322,1630459,DiDi Richards
2024,Regular Season,1611661322,1631021,Sika Koné
2024,Regular Season,1611661322,1631022,Shakira Austin
2024,Regular Season,1611661322,1631083,Emily Engstler
2024,Regular Season,1611661322,1631141,Jade Melbourne
2024,Regular Season,1611661322,1642210,Julie Vanloo
2024,Regular Season,1611661322,1642290,Aaliyah Edwards
2024,Regular Season,1611661322,1642309,Jakia Brown-Turner
2024,Regular Season,1611661317,100940,Diana Taurasi
2024,Regular Season,1611661317,203398,Brittney Griner
2024,Regular Season,1611661317,204296,Rebecca Allen
2024,Regular Season,1611661317,204333,Natasha Cloud
2024,Regular Season,1611661317,1627674,Kahleah Copper
2024,Regular Season,1611661317,1628881,Monique Billings
2024,Regular Season,1611661317,1629482,Sophie Cunningham
2024,Regular Season,1611661317,1629571,Morgan Bertsch
2024,Regular Season,1611661317,1630114,Mikiah Herbert Harrigan
2024,Regular Season,1611661317,1630134,Sug Sutton
2024,Regular Season,1611661317,1630442,Natasha Mack
2024,Regular Season,1611661317,1631056,Amy Atwell
2024,Regular Season,1611661317,1641700,Liz Dixon
2024,Regular Season,1611661317,1642294,Charisma Osborne
2024,Regular Season,1611661317,1642298,Celeste Taylor
2024,Regular Season,1611661321,203824,Odyssey Sims
2024,Regular Season,1611661321,203827,Natasha Howard
2024,Regular Season,1611661321,1628881,Monique Billings
2024,Regular Season,1611661321,1629479,Teaira McCowan
2024,Regular Season,1611661321,1629480,Kalani Brown
2024,Regular Season,1611661321,1629481,Arike Ogunbowale
2024,Regular Season,1611661321,1629571,Morgan Bertsch
2024,Regular Season,1611661321,1630149,Satou Sabally
2024,Regular Season,1611661321,1641652,Maddy Siegrist
2024,Regular Season,1611661321,1641654,Stephanie Soares
2024,Regular Season,1611661321,1641661,Lou Lopez Sénéchal
2024,Regular Season,1611661321,1642240,Jaelyn Brown
2024,Regular Season,1611661321,1642244,Sevgi Uzun
2024,Regular Season,1611661321,1642292,Jacy Sheldon
2024,Regular Season,1611661320,203406,Layshia Clarendon
2024,Regular Season,1611661320,203824,Odyssey Sims
2024,Regular Season,1611661320,203855,Stephanie Talbot
2024,Regular Season,1611661320,204324,Dearica Hamby
2024,Regular Season,1611661320,1628882,Lexie Brown
2024,Regular Season,1611661320,1628915,Kia Nurse
2024,Regular Season,1611661320,1628922,Azurá Stevens
2024,Regular Season,1611661320,1629574,Li Yueru
2024,Regular Season,1611661320,1630101,Crystal Dangerfield
2024,Regular Season,1611661320,1630462,Aari McDonald
2024,Regular Season,1611661320,1630996,Rae Burrell
2024,Regular Season,1611661320,1631031,Queen Egbo
2024,Regular Season,1611661320,1641660,Zia Cooke
2024,Regular Season,1611661320,1642287,Cameron Brink
2024,Regular Season,1611661320,1642288,Rickea Jackson
