player_id,player_name,team_id,season,season_type,games_played,games_started,minutes,mpg,points,ppg,rebounds,rpg,assists,apg,steals,spg,blocks,bpg,turnovers,tov_pg,fgm,fga,fg_pct,three_pm,three_pa,three_pct,ftm,fta,ft_pct
1629567,Natisha Hiedeman,1611661323,2023,Playoffs,7,,161.0,23.0,38.0,5.428571,13.0,1.857143,16.0,2.285714,1.0,0.142857,1.0,0.142857,4.0,0.571429,13.0,42.0,0.309524,6.0,19.0,0.315789,6.0,8.0,0.75
1629479,Teaira McCowan,1611661321,2023,Playoffs,5,,152.0,30.4,58.0,11.6,63.0,12.6,8.0,1.6,4.0,0.8,7.0,1.4,9.0,1.8,23.0,37.0,0.621622,,,,12.0,23.0,0.521739
1630112,Tyasha Harris,1611661323,2023,Playoffs,7,,146.0,20.857143,65.0,9.285714,7.0,1.0,17.0,2.428571,5.0,0.714286,,,7.0,1.0,24.0,52.0,0.461538,13.0,24.0,0.541667,4.0,5.0,0.8
203825,Kayla McBride,1611661324,2023,Playoffs,3,,118.0,39.333333,54.0,18.0,18.0,6.0,8.0,2.666667,3.0,1.0,,,5.0,1.666667,19.0,44.0,0.431818,10.0,27.0,0.37037,6.0,6.0,1.0
1629483,Napheesa Collier,1611661324,2023,Playoffs,3,,108.0,36.0,71.0,23.666667,24.0,8.0,5.0,1.666667,2.0,0.666667,4.0,1.333333,7.0,2.333333,28.0,55.0,0.509091,2.0,6.0,0.333333,13.0,15.0,0.866667
1631135,Olivia Nelson-Ododa,1611661323,2023,Playoffs,7,,106.0,15.142857,30.0,4.285714,24.0,3.428571,4.0,0.571429,7.0,1.0,6.0,0.857143,3.0,0.428571,14.0,21.0,0.666667,,,,2.0,2.0,1.0
1629546,Marine Johannès,1611661313,2023,Playoffs,9,,103.0,11.444444,24.0,2.666667,6.0,0.666667,7.0,0.777778,1.0,0.111111,2.0,0.222222,6.0,0.666667,8.0,29.0,0.275862,6.0,24.0,0.25,2.0,4.0,0.5
203866,Kayla Thornton,1611661313,2023,Playoffs,10,,101.0,10.1,32.0,3.2,15.0,1.5,3.0,0.3,1.0,0.1,2.0,0.2,3.0,0.3,12.0,27.0,0.444444,6.0,15.0,0.4,2.0,2.0,1.0
203824,Odyssey Sims,1611661321,2023,Playoffs,5,,93.0,18.6,32.0,6.4,5.0,1.0,12.0,2.4,4.0,0.8,,,5.0,1.0,13.0,32.0,0.40625,3.0,9.0,0.333333,3.0,5.0,0.6
1630096,DiJonai Carrington,1611661323,2023,Playoffs,6,,79.0,13.166667,30.0,5.0,14.0,2.333333,3.0,0.5,4.0,0.666667,,,8.0,1.333333,13.0,28.0,0.464286,1.0,4.0,0.25,3.0,5.0,0.6
1628279,Brittney Sykes,1611661322,2023,Playoffs,2,,78.0,39.0,30.0,15.0,16.0,8.0,7.0,3.5,4.0,2.0,1.0,0.5,6.0,3.0,12.0,29.0,0.413793,2.0,9.0,0.222222,4.0,8.0,0.5
1627676,Tiffany Mitchell,1611661324,2023,Playoffs,3,,75.0,25.0,11.0,3.666667,10.0,3.333333,11.0,3.666667,1.0,0.333333,,,7.0,2.333333,5.0,12.0,0.416667,1.0,2.0,0.5,,,
1631009,Rhyne Howard,1611661330,2023,Playoffs,2,,75.0,37.5,57.0,28.5,7.0,3.5,4.0,2.0,4.0,2.0,1.0,0.5,4.0,2.0,22.0,51.0,0.431373,11.0,24.0,0.458333,2.0,3.0,0.666667
204333,Natasha Cloud,1611661322,2023,Playoffs,2,,74.0,37.0,37.0,18.5,14.0,7.0,17.0,8.5,4.0,2.0,,,3.0,1.5,13.0,30.0,0.433333,5.0,10.0,0.5,6.0,6.0,1.0
203399,Elena Delle Donne,1611661322,2023,Playoffs,2,,73.0,36.5,22.0,11.0,9.0,4.5,7.0,3.5,1.0,0.5,2.0,1.0,,,9.0,28.0,0.321429,,7.0,,4.0,4.0,1.0
1628277,Allisha Gray,1611661330,2023,Playoffs,2,,72.0,36.0,40.0,20.0,14.0,7.0,8.0,4.0,3.0,1.5,1.0,0.5,7.0,3.5,14.0,33.0,0.424242,5.0,13.0,0.384615,7.0,10.0,0.7
1641657,Dorka Juhász,1611661324,2023,Playoffs,3,,72.0,24.0,15.0,5.0,15.0,5.0,8.0,2.666667,2.0,0.666667,,,5.0,1.666667,5.0,10.0,0.5,,2.0,,5.0,11.0,0.454545
1629524,Bridget Carleton,1611661324,2023,Playoffs,3,,72.0,24.0,25.0,8.333333,11.0,3.666667,2.0,0.666667,3.0,1.0,,,1.0,0.333333,9.0,15.0,0.6,4.0,9.0,0.444444,3.0,4.0,0.75
1627674,Kahleah Copper,1611661329,2023,Playoffs,2,,69.0,34.5,40.0,20.0,15.0,7.5,3.0,1.5,1.0,0.5,,,6.0,3.0,13.0,32.0,0.40625,5.0,11.0,0.454545,9.0,12.0,0.75
1628878,Ariel Atkins,1611661322,2023,Playoffs,2,,67.0,33.5,27.0,13.5,11.0,5.5,6.0,3.0,4.0,2.0,3.0,1.5,3.0,1.5,10.0,29.0,0.344828,3.0,12.0,0.25,4.0,4.0,1.0
204323,Cheyenne Parker,1611661330,2023,Playoffs,2,,67.0,33.5,26.0,13.0,13.0,6.5,4.0,2.0,2.0,1.0,4.0,2.0,5.0,2.5,10.0,31.0,0.322581,3.0,6.0,0.5,3.0,4.0,0.75
204322,Elizabeth Williams,1611661329,2023,Playoffs,2,,66.0,33.0,8.0,4.0,20.0,10.0,6.0,3.0,1.0,0.5,4.0,2.0,3.0,1.5,4.0,14.0,0.285714,,,,,1.0,
1627675,Courtney Williams,1611661329,2023,Playoffs,2,,65.0,32.5,14.0,7.0,16.0,8.0,8.0,4.0,1.0,0.5,2.0,1.0,7.0,3.5,6.0,19.0,0.315789,2.0,7.0,0.285714,,,
1629497,Marina Mabrey,1611661329,2023,Playoffs,2,,64.0,32.0,19.0,9.5,7.0,3.5,3.0,1.5,,,3.0,1.5,6.0,3.0,8.0,23.0,0.347826,2.0,9.0,0.222222,1.0,1.0,1.0
1641649,Diamond Miller,1611661324,2023,Playoffs,3,,59.0,19.666667,16.0,5.333333,4.0,1.333333,6.0,2.0,3.0,1.0,,,1.0,0.333333,6.0,23.0,0.26087,2.0,9.0,0.222222,2.0,3.0,0.666667
1628899,Myisha Hines-Allen,1611661322,2023,Playoffs,2,,59.0,29.5,31.0,15.5,12.0,6.0,4.0,2.0,,,,,3.0,1.5,14.0,22.0,0.636364,1.0,3.0,0.333333,2.0,4.0,0.5
1630101,Crystal Dangerfield,1611661321,2023,Playoffs,5,,58.0,11.6,23.0,4.6,7.0,1.4,5.0,1.0,1.0,0.2,,,1.0,0.2,8.0,15.0,0.533333,2.0,6.0,0.333333,5.0,5.0,1.0
1631007,Veronica Burton,1611661321,2023,Playoffs,5,,55.0,11.0,9.0,1.8,6.0,1.2,11.0,2.2,8.0,1.6,,,1.0,0.2,2.0,13.0,0.153846,1.0,9.0,0.111111,4.0,5.0,0.8
1630386,Awak Kuier,1611661321,2023,Playoffs,5,,52.0,10.4,20.0,4.0,7.0,1.4,1.0,0.2,3.0,0.6,4.0,0.8,4.0,0.8,9.0,14.0,0.642857,2.0,7.0,0.285714,,2.0,
1631006,Kierstan Bell,1611661319,2023,Playoffs,8,,50.0,6.25,10.0,1.25,6.0,0.75,2.0,0.25,3.0,0.375,2.0,0.25,2.0,0.25,3.0,18.0,0.166667,,11.0,,4.0,4.0,1.0
1627671,Rachel Banham,1611661324,2023,Playoffs,3,,49.0,16.333333,15.0,5.0,5.0,1.666667,9.0,3.0,3.0,1.0,2.0,0.666667,5.0,1.666667,6.0,19.0,0.315789,3.0,13.0,0.230769,,,
204297,Cayla George,1611661319,2023,Playoffs,8,,48.0,6.0,13.0,1.625,5.0,0.625,4.0,0.5,3.0,0.375,,,3.0,0.375,4.0,20.0,0.2,3.0,12.0,0.25,2.0,2.0,1.0
1628881,Monique Billings,1611661330,2023,Playoffs,2,,47.0,23.5,9.0,4.5,14.0,7.0,,,1.0,0.5,,,3.0,1.5,2.0,7.0,0.285714,,,,5.0,8.0,0.625
203828,Stefanie Dolson,1611661313,2023,Playoffs,10,,46.0,4.6,13.0,1.3,5.0,0.5,1.0,0.1,,,1.0,0.1,3.0,0.3,6.0,12.0,0.5,1.0,5.0,0.2,,4.0,
1630389,Dana Evans,1611661329,2023,Playoffs,2,,45.0,22.5,29.0,14.5,1.0,0.5,7.0,3.5,3.0,1.5,,,2.0,1.0,10.0,24.0,0.416667,2.0,8.0,0.25,7.0,7.0,1.0
202658,Danielle Robinson,1611661330,2023,Playoffs,2,,44.0,22.0,5.0,2.5,3.0,1.5,8.0,4.0,2.0,1.0,,,4.0,2.0,1.0,5.0,0.2,,,,3.0,4.0,0.75
1629480,Kalani Brown,1611661321,2023,Playoffs,5,,43.0,8.6,30.0,6.0,11.0,2.2,2.0,0.4,3.0,0.6,1.0,0.2,4.0,0.8,14.0,24.0,0.583333,,,,2.0,5.0,0.4
1630462,Aari McDonald,1611661330,2023,Playoffs,2,,36.0,18.0,7.0,3.5,2.0,1.0,5.0,2.5,2.0,1.0,,,5.0,2.5,3.0,11.0,0.272727,1.0,4.0,0.25,,,
1629501,Alanna Smith,1611661329,2023,Playoffs,2,,36.0,18.0,8.0,4.0,9.0,4.5,1.0,0.5,,,2.0,1.0,3.0,1.5,3.0,10.0,0.3,,4.0,,2.0,2.0,1.0
202641,Sydney Colson,1611661319,2023,Playoffs,7,,34.0,4.857143,2.0,0.285714,3.0,0.428571,2.0,0.285714,1.0,0.142857,,,3.0,0.428571,1.0,4.0,0.25,,1.0,,,,
1631263,Nikolina Milic,1611661324,2023,Playoffs,3,,32.0,10.666667,6.0,2.0,4.0,1.333333,2.0,0.666667,,,,,2.0,0.666667,2.0,5.0,0.4,,1.0,,2.0,2.0,1.0
203403,Tianna Hawkins,1611661322,2023,Playoffs,2,,29.0,14.5,5.0,2.5,9.0,4.5,2.0,1.0,,,,,2.0,1.0,2.0,5.0,0.4,1.0,2.0,0.5,,,
1631044,Naz Hillmon,1611661330,2023,Playoffs,2,,28.0,14.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,0.5,,,2.0,1.0,1.0,1.0,1.0,,,,,,
1641641,Robyn Parks,1611661329,2023,Playoffs,2,,26.0,13.0,5.0,2.5,4.0,2.0,,,,,,,1.0,0.5,2.0,6.0,0.333333,1.0,3.0,0.333333,,,
1628278,Shatori Walker-Kimbrough,1611661322,2023,Playoffs,2,,22.0,11.0,5.0,2.5,3.0,1.5,1.0,0.5,2.0,1.0,3.0,1.5,3.0,1.5,2.0,5.0,0.4,,1.0,,1.0,2.0,0.5
1641652,Maddy Siegrist,1611661321,2023,Playoffs,4,,19.0,4.75,14.0,3.5,4.0,1.0,,,1.0,0.25,,,,,4.0,6.0,0.666667,2.0,2.0,1.0,4.0,4.0,1.0
1630113,Ruthy Hebard,1611661329,2023,Playoffs,2,,14.0,7.0,2.0,1.0,2.0,1.0,,,2.0,1.0,1.0,0.5,,,1.0,4.0,0.25,,,,,,
1630387,Iliana Rupert,1611661330,2023,Playoffs,1,,14.0,14.0,2.0,2.0,3.0,3.0,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,
1627672,Aerial Powers,1611661324,2023,Playoffs,1,,14.0,14.0,4.0,4.0,3.0,3.0,,,1.0,1.0,,,3.0,3.0,0.0,6.0,0.0,,2.0,,4.0,4.0,1.0
1641642,Li Meng,1611661322,2023,Playoffs,2,,14.0,7.0,3.0,1.5,,,,,1.0,0.5,,,1.0,0.5,1.0,5.0,0.2,1.0,4.0,0.25,,,
1628268,Alaina Coates,1611661319,2023,Playoffs,6,,11.0,1.833333,2.0,0.333333,5.0,0.833333,,,1.0,0.166667,,,1.0,0.166667,1.0,1.0,1.0,,,,,,
1629476,Asia (AD) Durr,1611661330,2023,Playoffs,2,,10.0,5.0,4.0,2.0,,,1.0,0.5,,,,,,,1.0,2.0,0.5,,,,2.0,2.0,1.0
1631031,Queen Egbo,1611661322,2023,Playoffs,2,,9.0,4.5,,,1.0,0.5,,,,,,,,,0.0,2.0,0.0,,,,,,
1631021,Sika Koné,1611661329,2023,Playoffs,2,,9.0,4.5,4.0,2.0,1.0,0.5,1.0,0.5,,,,,,,2.0,3.0,0.666667,,,,,,
1630139,Jocelyn Willoughby,1611661313,2023,Playoffs,3,,7.0,2.333333,2.0,0.666667,1.0,0.333333,,,1.0,0.333333,,,,,0.0,2.0,0.0,,1.0,,2.0,6.0,0.333333
1641665,Leigha Brown,1611661323,2023,Playoffs,2,,6.0,3.0,,,1.0,0.5,1.0,0.5,,,,,1.0,0.5,0.0,0.0,,,,,,,
1631055,Nyara Sabally,1611661313,2023,Playoffs,4,,5.0,1.25,,,,,1.0,0.25,1.0,0.25,,,,,0.0,0.0,,,,,,,
1629571,Morgan Bertsch,1611661329,2023,Playoffs,1,,5.0,5.0,,,,,,,,,,,,,0.0,2.0,0.0,,1.0,,,,
1641650,Haley Jones,1611661330,2023,Playoffs,1,,3.0,3.0,4.0,4.0,,,,,,,,,,,1.0,1.0,1.0,,,,2.0,2.0,1.0
1641656,Laeticia Amihere,1611661330,2023,Playoffs,1,,3.0,3.0,,,,,,,,,,,,,0.0,1.0,0.0,,,,,2.0,
1641667,Taylor Soule,1611661329,2023,Playoffs,1,,1.0,1.0,,,,,,,,,,,,,0.0,0.0,,,,,,,
1629481,Arike Ogunbowale,1611661321,2023,Regular Season,40,,1489.0,37.225,849.0,21.225,134.0,3.35,181.0,4.525,69.0,1.725,3.0,0.075,105.0,2.625,299.0,752.0,0.397606,117.0,341.0,0.343109,134.0,153.0,0.875817
203826,Alyssa Thomas,1611661323,2023,Regular Season,40,,1446.0,36.15,619.0,15.475,394.0,9.85,317.0,7.925,73.0,1.825,19.0,0.475,137.0,3.425,243.0,513.0,0.473684,,3.0,,133.0,186.0,0.715054
1627668,Breanna Stewart,1611661313,2023,Regular Season,40,,1365.0,34.125,919.0,22.975,371.0,9.275,150.0,3.75,58.0,1.45,63.0,1.575,58.0,1.45,316.0,680.0,0.464706,82.0,231.0,0.354978,205.0,241.0,0.850622
1628909,Kelsey Mitchell,1611661325,2023,Regular Season,40,,1349.0,33.725,728.0,18.2,65.0,1.625,125.0,3.125,37.0,0.925,2.0,0.05,92.0,2.3,245.0,555.0,0.441441,102.0,256.0,0.398438,136.0,165.0,0.824242
204319,Jewell Loyd,1611661328,2023,Regular Season,38,,1344.0,35.368421,939.0,24.710526,178.0,4.684211,131.0,3.447368,38.0,1.0,16.0,0.421053,106.0,2.789474,285.0,769.0,0.370611,115.0,322.0,0.357143,254.0,286.0,0.888112
1629496,Ezi Magbegor,1611661328,2023,Regular Season,40,,1304.0,32.6,550.0,13.75,322.0,8.05,102.0,2.55,45.0,1.125,74.0,1.85,94.0,2.35,217.0,423.0,0.513002,30.0,78.0,0.384615,86.0,123.0,0.699187
203827,Natasha Howard,1611661321,2023,Regular Season,39,,1289.0,33.051282,642.0,16.461538,313.0,8.025641,100.0,2.564103,50.0,1.282051,45.0,1.153846,108.0,2.769231,247.0,539.0,0.458256,38.0,127.0,0.299213,110.0,135.0,0.814815
203833,Chelsea Gray,1611661319,2023,Regular Season,40,,1288.0,32.2,610.0,15.25,158.0,3.95,291.0,7.275,57.0,1.425,25.0,0.625,101.0,2.525,225.0,459.0,0.490196,64.0,152.0,0.421053,96.0,107.0,0.897196
1631009,Rhyne Howard,1611661330,2023,Regular Season,39,,1283.0,32.897436,681.0,17.461538,193.0,4.948718,138.0,3.538462,51.0,1.307692,25.0,0.641026,75.0,1.923077,226.0,587.0,0.385009,99.0,281.0,0.352313,130.0,165.0,0.787879
1628276,Kelsey Plum,1611661319,2023,Regular Season,39,,1265.0,32.435897,727.0,18.641026,95.0,2.435897,177.0,4.538462,43.0,1.102564,,,82.0,2.102564,249.0,524.0,0.475191,95.0,244.0,0.389344,134.0,147.0,0.911565
1629498,Jackie Young,1611661319,2023,Regular Season,40,,1259.0,31.475,704.0,17.6,160.0,4.0,151.0,3.775,52.0,1.3,5.0,0.125,70.0,1.75,249.0,476.0,0.523109,89.0,198.0,0.449495,117.0,135.0,0.866667
1630149,Satou Sabally,1611661321,2023,Regular Season,38,,1258.0,33.105263,707.0,18.605263,308.0,8.105263,167.0,4.394737,68.0,1.789474,16.0,0.421053,110.0,2.894737,237.0,545.0,0.434862,66.0,183.0,0.360656,167.0,191.0,0.874346
1628279,Brittney Sykes,1611661322,2023,Regular Season,40,,1252.0,31.3,636.0,15.9,198.0,4.95,153.0,3.825,84.0,2.1,13.0,0.325,95.0,2.375,229.0,522.0,0.438697,56.0,160.0,0.35,122.0,153.0,0.797386
1641648,Aliyah Boston,1611661325,2023,Regular Season,40,,1249.0,31.225,578.0,14.45,335.0,8.375,89.0,2.225,53.0,1.325,50.0,1.25,75.0,1.875,233.0,403.0,0.578164,4.0,10.0,0.4,108.0,145.0,0.744828
1628277,Allisha Gray,1611661330,2023,Regular Season,38,,1244.0,32.736842,649.0,17.078947,186.0,4.894737,119.0,3.131579,40.0,1.052632,14.0,0.368421,71.0,1.868421,219.0,471.0,0.464968,42.0,118.0,0.355932,169.0,205.0,0.82439
1629483,Napheesa Collier,1611661324,2023,Regular Season,37,,1238.0,33.459459,796.0,21.513514,313.0,8.459459,94.0,2.540541,61.0,1.648649,43.0,1.162162,89.0,2.405405,297.0,613.0,0.484502,34.0,114.0,0.298246,168.0,200.0,0.84
1628886,Jordin Canada,1611661320,2023,Regular Season,38,,1237.0,32.552632,505.0,13.289474,116.0,3.052632,228.0,6.0,86.0,2.263158,9.0,0.236842,103.0,2.710526,163.0,403.0,0.404467,41.0,123.0,0.333333,138.0,158.0,0.873418
1628932,A'ja Wilson,1611661319,2023,Regular Season,40,,1228.0,30.7,912.0,22.8,380.0,9.5,64.0,1.6,56.0,1.4,89.0,2.225,62.0,1.55,335.0,601.0,0.557404,9.0,29.0,0.310345,233.0,287.0,0.811847
203825,Kayla McBride,1611661324,2023,Regular Season,38,,1208.0,31.789474,542.0,14.263158,122.0,3.210526,85.0,2.236842,47.0,1.236842,6.0,0.157895,65.0,1.710526,187.0,441.0,0.424036,83.0,243.0,0.341564,85.0,98.0,0.867347
1627675,Courtney Williams,1611661329,2023,Regular Season,40,,1204.0,30.1,414.0,10.35,241.0,6.025,251.0,6.275,38.0,0.95,12.0,0.3,98.0,2.45,176.0,403.0,0.436725,47.0,106.0,0.443396,15.0,25.0,0.6
201886,DeWanna Bonner,1611661323,2023,Regular Season,40,,1204.0,30.1,697.0,17.425,224.0,5.6,87.0,2.175,42.0,1.05,25.0,0.625,58.0,1.45,233.0,548.0,0.425182,75.0,228.0,0.328947,156.0,181.0,0.861878
204335,Betnijah Laney,1611661313,2023,Regular Season,40,,1201.0,30.025,513.0,12.825,130.0,3.25,97.0,2.425,34.0,0.85,4.0,0.1,75.0,1.875,200.0,401.0,0.498753,60.0,153.0,0.392157,53.0,67.0,0.791045
204333,Natasha Cloud,1611661322,2023,Regular Season,37,,1194.0,32.27027,469.0,12.675676,138.0,3.72973,229.0,6.189189,39.0,1.054054,10.0,0.27027,95.0,2.567568,149.0,395.0,0.377215,45.0,151.0,0.298013,126.0,140.0,0.9
204322,Elizabeth Williams,1611661329,2023,Regular Season,40,,1188.0,29.7,392.0,9.8,232.0,5.8,98.0,2.45,50.0,1.25,60.0,1.5,54.0,1.35,167.0,325.0,0.513846,,,,58.0,92.0,0.630435
1627674,Kahleah Copper,1611661329,2023,Regular Season,38,,1184.0,31.157895,710.0,18.684211,167.0,4.394737,77.0,2.026316,35.0,0.921053,10.0,0.263158,94.0,2.473684,262.0,585.0,0.447863,69.0,171.0,0.403509,117.0,152.0,0.769737
202664,Courtney Vandersloot,1611661313,2023,Regular Season,39,,1179.0,30.230769,410.0,10.512821,136.0,3.487179,314.0,8.051282,51.0,1.307692,23.0,0.589744,104.0,2.666667,161.0,364.0,0.442308,37.0,126.0,0.293651,51.0,67.0,0.761194
1629497,Marina Mabrey,1611661329,2023,Regular Season,39,,1169.0,29.974359,585.0,15.0,146.0,3.74359,140.0,3.589744,29.0,0.74359,18.0,0.461538,86.0,2.205128,202.0,491.0,0.411405,89.0,228.0,0.390351,92.0,110.0,0.836364
1629477,Sabrina Ionescu,1611661313,2023,Regular Season,36,,1134.0,31.5,613.0,17.027778,200.0,5.555556,193.0,5.361111,37.0,1.027778,10.0,0.277778,94.0,2.611111,195.0,461.0,0.422993,128.0,286.0,0.447552,95.0,109.0,0.87156
203014,Nneka Ogwumike,1611661320,2023,Regular Season,36,,1119.0,31.083333,689.0,19.138889,316.0,8.777778,97.0,2.694444,61.0,1.694444,26.0,0.722222,80.0,2.222222,264.0,516.0,0.511628,21.0,62.0,0.33871,140.0,161.0,0.869565
203026,Tiffany Hayes,1611661323,2023,Regular Season,40,,1082.0,27.05,482.0,12.05,120.0,3.0,104.0,2.6,34.0,0.85,3.0,0.075,56.0,1.4,168.0,353.0,0.475921,48.0,131.0,0.366412,98.0,126.0,0.777778
204365,Erica Wheeler,1611661325,2023,Regular Season,40,,1071.0,26.775,394.0,9.85,120.0,3.0,201.0,5.025,44.0,1.1,3.0,0.075,83.0,2.075,146.0,367.0,0.39782,30.0,97.0,0.309278,72.0,82.0,0.878049
1629567,Natisha Hiedeman,1611661323,2023,Regular Season,40,,1066.0,26.65,339.0,8.475,84.0,2.1,106.0,2.65,35.0,0.875,4.0,0.1,57.0,1.425,123.0,314.0,0.39172,59.0,161.0,0.36646,34.0,46.0,0.73913
204323,Cheyenne Parker,1611661330,2023,Regular Season,40,,1066.0,26.65,600.0,15.0,267.0,6.675,71.0,1.775,43.0,1.075,59.0,1.475,90.0,2.25,232.0,481.0,0.482328,15.0,54.0,0.277778,121.0,146.0,0.828767
1629488,Brianna Turner,1611661317,2023,Regular Season,40,,1052.0,26.3,140.0,3.5,253.0,6.325,50.0,1.25,39.0,0.975,44.0,1.1,60.0,1.5,67.0,103.0,0.650485,,,,6.0,12.0,0.5
1630134,Sug Sutton,1611661317,2023,Regular Season,40,,1051.0,26.275,328.0,8.2,102.0,2.55,190.0,4.75,27.0,0.675,3.0,0.075,99.0,2.475,126.0,328.0,0.384146,30.0,90.0,0.333333,46.0,57.0,0.807018
1629501,Alanna Smith,1611661329,2023,Regular Season,38,,1007.0,26.5,349.0,9.184211,249.0,6.552632,68.0,1.789474,49.0,1.289474,50.0,1.315789,56.0,1.473684,132.0,265.0,0.498113,30.0,102.0,0.294118,55.0,81.0,0.679012
1627673,Jonquel Jones,1611661313,2023,Regular Season,40,,1006.0,25.15,453.0,11.325,336.0,8.4,73.0,1.825,23.0,0.575,51.0,1.275,83.0,2.075,176.0,334.0,0.526946,32.0,91.0,0.351648,69.0,80.0,0.8625
1628278,Shatori Walker-Kimbrough,1611661322,2023,Regular Season,40,,998.0,24.95,250.0,6.25,82.0,2.05,66.0,1.65,29.0,0.725,14.0,0.35,26.0,0.65,87.0,203.0,0.428571,32.0,82.0,0.390244,44.0,47.0,0.93617
