player_id,player_name,team_name,team_abbreviation,position_group,archetype_label,salary_tier_final,salary,expected_salary,effective_expected_salary,salary_gap,salary_gap_pct,production_score,salary_efficiency_score,scarcity_score,playoff_score,onoff_score,value_score,value_tier,undervalued_adj,overvalued_adj,hidden_value_flag_adj,league_rank_value_score,position_rank_value_score,sal_eff_quintile
1629524,Bridget Carleton,Portland Fire,POR,Forward,Usage Forward,Max / Protected Veteran Top Tier,1190000.0,293510.0,950000.0,240000.0,0.2526315789473684,54.2,37.37,45.32,81.24,50.0,51.3,Fair Value,False,False,False,52,15.0,Q2
1642304,Carla Leite,Portland Fire,POR,Guard,Scoring Guard,Minimum / Training Camp / Draftee Band,289133.0,525000.0,525000.0,-235867.0,-0.4492704761904761,38.6,72.46,50.36,21.36,50.0,47.78,Risk,True,False,False,72,33.0,Q5 (Best)
1641650,Haley Jones,Portland Fire,POR,,Rotation Forward,Low Rotation / Rookie Scale,300000.0,277500.0,277500.0,22500.0,0.081081081081081,52.78,45.95,45.32,32.71,50.0,47.9,Risk,False,False,False,71,,Q3
1628317,Karlie Samuelson,Portland Fire,POR,Guard,Scoring Guard,Low Rotation / Rookie Scale,360000.0,289133.0,289133.0,70867.0,0.2451017351876126,38.04,37.74,50.36,50.04,50.0,42.08,Risk,False,True,False,110,44.0,Q2
1630143,Luisa Geiselsöder,Portland Fire,POR,,Rotation Forward,Low Rotation / Rookie Scale,325000.0,277500.0,277500.0,47500.0,0.1711711711711711,49.63,41.44,45.32,50.04,50.0,47.23,Risk,False,False,False,78,,Q2
1629484,Megan Gustafson,Portland Fire,POR,Center,Stretch Big,Mid-Tier Rotation,500000.0,436957.0,436957.0,63043.0,0.1442773545222985,32.58,42.79,88.49,68.64,50.0,47.44,Risk,False,False,False,75,11.0,Q2
player:nika_muhl__portland_fire,Nika Muhl,Portland Fire,POR,,Rotation Forward,Minimum / Training Camp / Draftee Band,293510.0,289133.0,289133.0,4377.0,0.0151383619303227,50.2,49.24,0.0,50.04,50.0,43.91,Risk,False,True,False,93,,Q4
player:nyadiew_puoch__portland_fire,Nyadiew Puoch,Portland Fire,POR,,Rotation Forward,Minimum / Training Camp / Draftee Band,289133.0,289133.0,289133.0,0.0,0.0,50.2,50.0,0.0,50.04,50.0,44.09,Risk,False,False,False,90,,Q4
1642782,Sarah Ashlee Barker,Portland Fire,POR,Guard,Scoring Guard,Minimum / Training Camp / Draftee Band,289133.0,277500.0,277500.0,11633.0,0.0419207207207207,36.05,47.9,50.36,50.04,50.0,43.68,Risk,False,True,False,95,41.0,Q3
1630134,Sug Sutton,Portland Fire,POR,Guard,Primary Creator,Mid-Tier Rotation,425000.0,277500.0,277500.0,147500.0,0.5315315315315315,45.45,23.42,50.36,50.04,50.0,41.76,Risk,False,True,False,111,45.0,Q1 (Worst)
player:awa_fam__seattle_storm,Awa Fam,Seattle Storm,SEA,,Rotation Forward,Mid-Tier Rotation,436016.0,407163.0,407163.0,28853.0,0.0708635116648614,50.2,46.46,0.0,50.04,50.0,43.24,Risk,False,True,False,99,,Q3
1642798,Dominique Malonga,Seattle Storm,SEA,Center,Rim Protector,Mid-Tier Rotation,466913.0,598085.5,598085.5,-131172.5,-0.2193206489707575,56.58,60.97,88.49,35.86,50.0,58.6,Fair Value,True,False,False,18,6.0,Q5 (Best)
1629496,Ezi Magbegor,Seattle Storm,SEA,,Rotation Forward,Max / Protected Veteran Top Tier,1250000.0,800000.0,800000.0,450000.0,0.5625,50.25,21.88,45.32,39.64,50.0,41.76,Risk,False,True,False,111,,Q1 (Worst)
1631141,Jade Melbourne,Seattle Storm,SEA,Guard,Scoring Guard,Mid-Tier Rotation,500000.0,380000.0,380000.0,120000.0,0.3157894736842105,43.68,34.21,50.36,50.04,50.0,43.6,Risk,False,True,False,96,42.0,Q1 (Worst)
1642240,Jaelyn Brown,Seattle Storm,SEA,,Rotation Forward,Minimum / Training Camp / Draftee Band,277500.0,277500.0,277500.0,0.0,0.0,28.41,50.0,45.32,50.04,50.0,40.37,Risk,False,True,False,118,,Q4
1641651,Jordan Horston,Seattle Storm,SEA,,Rotation Forward,Low Rotation / Rookie Scale,332278.0,318910.0,318910.0,13368.0,0.0419177824464582,53.06,47.9,0.0,23.26,50.0,42.11,Risk,False,True,False,109,,Q3
1629478,Katie Lou Samuelson,Seattle Storm,SEA,,Rotation Forward,Mid-Tier Rotation,420000.0,421589.5,421589.5,-1589.5,-0.003770255188993,30.38,50.19,0.0,16.01,50.0,32.41,Overvalued,False,True,False,130,,Q4
1629567,Natisha Hiedeman,Seattle Storm,SEA,Guard,Primary Creator,High/Mid Starter,750000.0,1000000.0,1000000.0,-250000.0,-0.25,68.1,62.5,50.36,82.5,50.0,63.9,Fair Value,True,False,False,5,4.0,Q5 (Best)
203828,Stefanie Dolson,Seattle Storm,SEA,Center,Stretch Big,High/Mid Starter,750000.0,450000.0,450000.0,300000.0,0.6666666666666666,46.2,16.67,88.49,56.66,50.0,45.69,Risk,False,False,False,81,12.0,Q1 (Worst)
1642801,Aaliyah Nye,Toronto Tempo,TOR,,Rotation Forward,Minimum / Training Camp / Draftee Band,277500.0,277500.0,277500.0,0.0,0.0,31.69,50.0,45.32,47.21,50.0,41.47,Risk,False,True,False,116,,Q4
1628279,Brittney Sykes,Toronto Tempo,TOR,Guard,Scoring Guard,Max / Protected Veteran Top Tier,1190000.0,1100000.0,1100000.0,90000.0,0.0818181818181818,52.68,45.91,50.36,44.69,50.0,49.66,Risk,False,False,False,62,27.0,Q3
204330,Isabelle Harrison,Toronto Tempo,TOR,Forward,Usage Forward,Mid-Tier Rotation,400000.0,277500.0,277500.0,122500.0,0.4414414414414414,46.61,27.93,45.32,17.58,50.0,39.48,Risk,False,True,False,120,32.0,Q1 (Worst)
1627700,Julie Allemand,Toronto Tempo,TOR,Guard,Primary Creator,Mid-Tier Rotation,425000.0,330000.0,330000.0,95000.0,0.2878787878787879,59.58,35.61,50.36,50.04,50.0,50.62,Fair Value,False,False,False,56,23.0,Q1 (Worst)
1631118,Lexi Held,Toronto Tempo,TOR,Guard,Scoring Guard,Minimum / Training Camp / Draftee Band,277500.0,277500.0,277500.0,0.0,0.0,43.29,50.0,50.36,20.73,50.0,44.3,Risk,False,False,False,89,40.0,Q4
1629497,Marina Mabrey,Toronto Tempo,TOR,Guard,Scoring Guard,Max / Protected Veteran Top Tier,1200000.0,1190000.0,1190000.0,10000.0,0.0084033613445378,47.68,49.58,50.36,57.29,50.0,49.7,Risk,False,False,False,60,26.0,Q4
1631055,Nyara Sabally,Toronto Tempo,TOR,Center,Rim Protector,Mid-Tier Rotation,436957.0,500000.0,500000.0,-63043.0,-0.126086,54.08,56.3,88.49,66.74,50.0,59.52,Fair Value,False,False,False,11,4.0,Q5 (Best)
1627701,Temi Fagbenle,Toronto Tempo,TOR,Center,Stretch Big,Premium Starter,1000000.0,592500.0,875000.0,125000.0,0.1428571428571428,47.6,42.86,88.49,25.15,50.0,49.41,Risk,False,False,False,66,10.0,Q2
1642781,Georgia Amoore,Washington Mystics,WAS,,Rotation Forward,Low Rotation / Rookie Scale,355058.0,355058.0,355058.0,0.0,0.0,37.82,50.0,0.0,50.04,50.0,38.89,Risk,False,True,False,121,,Q4
1642792,Kiki Iriafen,Washington Mystics,WAS,Forward,Rebounding Forward,Mid-Tier Rotation,407163.0,400000.0,400000.0,7163.0,0.0179075,52.3,49.1,45.32,50.04,50.0,50.19,Fair Value,False,False,False,59,17.0,Q3
player:lauren_betts__washington_mystics,Lauren Betts,Washington Mystics,WAS,,Rotation Forward,Mid-Tier Rotation,407163.0,380219.0,380219.0,26944.0,0.0708644228720816,50.2,46.46,0.0,50.04,50.0,43.24,Risk,False,True,False,99,,Q3
1642802,Lucy Olsen,Washington Mystics,WAS,Guard,Scoring Guard,Minimum / Training Camp / Draftee Band,277500.0,289133.0,289133.0,-11633.0,-0.0402340791262152,47.73,52.01,50.36,50.04,50.0,49.58,Risk,False,False,False,65,30.0,Q5 (Best)
1630446,Michaela Onyenwere,Washington Mystics,WAS,Forward,Usage Forward,High/Mid Starter,700000.0,430654.0,700000.0,0.0,0.0,33.05,50.0,45.32,50.04,50.0,42.32,Risk,False,True,False,108,28.0,Q4
1631022,Shakira Austin,Washington Mystics,WAS,,Rotation Forward,Max / Protected Veteran Top Tier,1190000.0,1000000.0,1000000.0,190000.0,0.19,67.93,40.5,45.32,50.04,50.0,54.69,Fair Value,False,False,False,34,,Q2
1642785,Sonia Citron,Washington Mystics,WAS,Guard,Scoring Guard,Mid-Tier Rotation,436016.0,289133.0,289133.0,146883.0,0.5080118838043391,60.64,24.6,50.36,50.04,50.0,48.42,Risk,False,False,False,68,31.0,Q1 (Worst)
