player_name,player_id,player_id_source,pbpstats_player_id,espn_wehoop_player_id,espn_athlete_id,team_2026,team_2026_abbr,parquet_team_display_name,parquet_team_abbreviation,position_abbreviation,position,position_full,height_raw_source,height_inches,height_ft_in,age_2026,player_college,player_country,date_of_birth,parquet_status_name,parquet_status_type,bio_match_method,parquet_name_match_flag,parquet_match_method,parquet_team_crosscheck_flag,synthetic_id_flag,team_changed_from_bio_flag,missing_age_flag,missing_height_flag,missing_position_flag,name_alias_flag,notes
Peyton Williams,player:peyton_williams__portland_fire,synthetic_name,,,,Portland Fire,POR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Beatrice Mompremier,player:beatrice_mompremier__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Elle Ladine,player:elle_ladine__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Jaelyn Brown,1642240,team_roster_history,1642240,,,Seattle Storm,SEA,,,,,,,,,,,,,,,unmatched,False,unmatched,False,False,False,True,True,True,False,missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Jalyn Brown,player:jalyn_brown__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Rennia Davis,player:rennia_davis__seattle_storm,synthetic_name,,,,Seattle Storm,SEA,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Dara Mabrey,player:dara_mabrey__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Elizabeth Balogun,player:elizabeth_balogun__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Kitija Laksa,1629490,team_roster_history,1629490,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,False,False,True,True,True,False,missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Kristy Wallace,1628929,team_roster_history,1628929,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,False,False,True,True,True,False,missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Maddison Rocci,player:maddison_rocci__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Maria Kliundikova,1628926,team_roster_history,1628926,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,False,False,True,True,True,False,missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Nikolina Milić,player:nikolina_mili__toronto_tempo,synthetic_name,,,,Toronto Tempo,TOR,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Bernadett Határ,player:bernadett_hat_r__washington_mystics,synthetic_name,,,,Washington Mystics,WAS,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Christeen Iwuala,player:christeen_iwuala__washington_mystics,synthetic_name,,,,Washington Mystics,WAS,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Madison Scott,1642810,team_roster_history,1642810,,,Washington Mystics,WAS,,,,,,,,,,,,,,,unmatched,False,unmatched,False,False,False,True,True,True,False,missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
Nyla Harris,player:nyla_harris__washington_mystics,synthetic_name,,,,Washington Mystics,WAS,,,,,,,,,,,,,,,unmatched,False,unmatched,False,True,False,True,True,True,False,synthetic_framework_id; missing_age_after_parquet_name_match; missing_height_after_parquet_name_match; missing_position_after_parquet_name_match
